PEI 25 kg/mol, 2 mg/ml from Ethanol on B 10 x 15 mm + H 1x1 mm, 70 nm, 45 µm, 20.4.2026, 17:11
Diameter[mm] 1.128e+00  Thickness[mm] 3.000e-04  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  AC Volt  [Vrms]=1.000
 Freq. [Hz]	 Time  [s]	 Eps'   	 Eps''  	M Temp [K]	M Time M[s]	  Phi [Deg]	 Zp' [Ohms]	 Zp'' [Ohms]	Tan(Phi) 
 1.0000e+06	 0.0000e+00	 9.9334e-01	 1.8928e-02	 2.9522e+02	 1.2130e+01	-8.8908e+01	 2.8522e+05	 5.4349e+03	-5.2479e+01
 3.1646e+05	 0.0000e+00	 1.0074e+00	 1.9513e-02	 2.9522e+02	 1.4690e+01	-8.8890e+01	 8.7429e+05	 1.6934e+04	-5.1629e+01
 1.0014e+05	 0.0000e+00	 1.0222e+00	 2.3099e-02	 2.9522e+02	 1.7310e+01	-8.8705e+01	 2.3339e+06	 5.2739e+04	-4.4253e+01
 3.1691e+04	 0.0000e+00	 1.0404e+00	 2.8559e-02	 2.9522e+02	 1.9880e+01	-8.8428e+01	 5.9651e+06	 1.6374e+05	-3.6429e+01
 1.0029e+04	 0.0000e+00	 1.0635e+00	 3.5650e-02	 2.9522e+02	 2.2560e+01	-8.8080e+01	 1.5100e+07	 5.0618e+05	-2.9831e+01
 3.1737e+03	 0.0000e+00	 1.0937e+00	 4.2280e-02	 2.9522e+02	 2.5130e+01	-8.7786e+01	 4.0234e+07	 1.5554e+06	-2.5868e+01
 1.0043e+03	 0.0000e+00	 1.1285e+00	 4.2781e-02	 2.9522e+02	 2.7780e+01	-8.7829e+01	 1.2565e+08	 4.7634e+06	-2.6378e+01
 3.1783e+02	 0.0000e+00	 1.1529e+00	 3.6911e-02	 2.9522e+02	 3.2750e+01	-8.8166e+01	 4.6019e+08	 1.4733e+07	-3.1235e+01
 1.0058e+02	 0.0000e+00	 1.1786e+00	 3.4069e-02	 2.9523e+02	 3.5390e+01	-8.8344e+01	 1.5755e+09	 4.5544e+07	-3.4593e+01
 3.1829e+01	 0.0000e+00	 1.1989e+00	 3.3626e-02	 2.9523e+02	 4.1020e+01	-8.8393e+01	 5.0443e+09	 1.4148e+08	-3.5654e+01
