PEI 25 kg/mol, 2 mg/ml from Ethanol on B 10 x 15 mm + H 1x1 mm, 70 nm, 30 µm, 70°C Start, 28.4.2026, 9:21
Diameter[mm] 1.128e+00  Thickness[mm] 1.000e-04  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  AC Volt  [Vrms]=1.000
 Freq. [Hz]	 Time  [s]	 Eps'   	 Eps''  	M Temp [K]	M Time M[s]	  Phi [Deg]	 Zp' [Ohms]	 Zp'' [Ohms]	Tan(Phi) 
 1.0000e+02	 0.0000e+00	 5.2914e+00	 4.8553e-01	 2.9197e+02	 7.6600e+00	-8.4757e+01	 3.7064e+07	 3.4010e+06	-1.0898e+01
 1.5000e+02	 0.0000e+00	 5.1537e+00	 5.3640e-01	 2.9197e+02	 1.2850e+01	-8.4058e+01	 2.2366e+07	 2.3279e+06	-9.6080e+00
 2.2500e+02	 0.0000e+00	 5.0004e+00	 5.8372e-01	 2.9198e+02	 1.5440e+01	-8.3342e+01	 1.3702e+07	 1.5995e+06	-8.5664e+00
 3.3750e+02	 0.0000e+00	 4.8310e+00	 6.1928e-01	 2.9198e+02	 1.8110e+01	-8.2695e+01	 8.6101e+06	 1.1037e+06	-7.8010e+00
 5.0625e+02	 0.0000e+00	 4.6500e+00	 6.4059e-01	 2.9198e+02	 2.0670e+01	-8.2156e+01	 5.5491e+06	 7.6445e+05	-7.2590e+00
 7.5938e+02	 0.0000e+00	 4.4604e+00	 6.4232e-01	 2.9198e+02	 2.3250e+01	-8.1805e+01	 3.6894e+06	 5.3130e+05	-6.9442e+00
 1.1391e+03	 0.0000e+00	 4.2770e+00	 6.2589e-01	 2.9198e+02	 2.5970e+01	-8.1674e+01	 2.5242e+06	 3.6939e+05	-6.8334e+00
 1.7086e+03	 0.0000e+00	 4.1049e+00	 5.9342e-01	 2.9199e+02	 2.8450e+01	-8.1774e+01	 1.7749e+06	 2.5658e+05	-6.9174e+00
 2.5629e+03	 0.0000e+00	 3.9486e+00	 5.5240e-01	 2.9198e+02	 3.1110e+01	-8.2036e+01	 1.2711e+06	 1.7783e+05	-7.1481e+00
 3.8443e+03	 0.0000e+00	 3.8068e+00	 5.0673e-01	 2.9199e+02	 3.3700e+01	-8.2418e+01	 9.2378e+05	 1.2297e+05	-7.5125e+00
