PEI 25 kg/mol, 2 mg/ml from Ethanol on B 10 x 15 mm + H 1x1 mm, 70 nm, 45 µm, 21.4.2026, 9:32
Diameter[mm] 1.128e+00  Thickness[mm] 1.000e-04  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  AC Volt  [Vrms]=1.000
 Freq. [Hz]	 Time  [s]	 Eps'   	 Eps''  	M Temp [K]	M Time M[s]	  Phi [Deg]	 Zp' [Ohms]	 Zp'' [Ohms]	Tan(Phi) 
 1.0000e+06	 0.0000e+00	 1.3569e+00	-3.9228e-02	 2.9470e+02	 1.1050e+01	-9.1656e+01	-4.5875e+04	 1.3262e+03	 3.4591e+01
 3.1646e+05	 0.0000e+00	 1.2472e+00	 1.7355e-02	 2.9470e+02	 1.6050e+01	-8.9203e+01	 3.2767e+05	 4.5595e+03	-7.1864e+01
 1.0014e+05	 0.0000e+00	 1.2604e+00	 2.0197e-02	 2.9471e+02	 1.8610e+01	-8.9082e+01	 8.8973e+05	 1.4257e+04	-6.2406e+01
 3.1691e+04	 0.0000e+00	 1.2757e+00	 2.3733e-02	 2.9471e+02	 2.1110e+01	-8.8934e+01	 2.3926e+06	 4.4514e+04	-5.3750e+01
 1.0029e+04	 0.0000e+00	 1.2941e+00	 2.8262e-02	 2.9471e+02	 2.3800e+01	-8.8749e+01	 6.3491e+06	 1.3866e+05	-4.5789e+01
 3.1737e+03	 0.0000e+00	 1.3170e+00	 3.2856e-02	 2.9470e+02	 2.6380e+01	-8.8571e+01	 1.7258e+07	 4.3054e+05	-4.0084e+01
 1.0043e+03	 0.0000e+00	 1.3441e+00	 3.3579e-02	 2.9470e+02	 2.9110e+01	-8.8569e+01	 5.3362e+07	 1.3331e+06	-4.0028e+01
 3.1783e+02	 0.0000e+00	 1.3689e+00	 2.6500e-02	 2.9470e+02	 3.1850e+01	-8.8891e+01	 2.1366e+08	 4.1363e+06	-5.1655e+01
 1.0058e+02	 0.0000e+00	 1.3875e+00	 1.8297e-02	 2.9470e+02	 3.4570e+01	-8.9244e+01	 9.7790e+08	 1.2896e+07	-7.5832e+01
 3.1829e+01	 0.0000e+00	 1.3954e+00	 1.6192e-02	 2.9469e+02	 3.7570e+01	-8.9335e+01	 3.4917e+09	 4.0519e+07	-8.6175e+01
 1.0072e+01	 0.0000e+00	 1.4025e+00	 2.4507e-02	 2.9470e+02	 4.0550e+01	-8.8999e+01	 7.2905e+09	 1.2739e+08	-5.7228e+01
 1.0000e+06	 3.7800e+01	 1.3434e+00	-2.9420e-02	 2.9469e+02	 4.9550e+01	-9.1255e+01	-6.1168e+04	 1.3396e+03	 4.5662e+01
 3.1646e+05	 3.7800e+01	 1.2442e+00	 1.6807e-02	 2.9468e+02	 5.4740e+01	-8.9226e+01	 3.3836e+05	 4.5706e+03	-7.4029e+01
 1.0014e+05	 3.7800e+01	 1.2568e+00	 1.9501e-02	 2.9467e+02	 5.7550e+01	-8.9111e+01	 9.2148e+05	 1.4298e+04	-6.4449e+01
 3.1691e+04	 3.7800e+01	 1.2716e+00	 2.2889e-02	 2.9468e+02	 5.9990e+01	-8.8969e+01	 2.4809e+06	 4.4656e+04	-5.5555e+01
 1.0029e+04	 3.7800e+01	 1.2893e+00	 2.7383e-02	 2.9468e+02	 6.2740e+01	-8.8783e+01	 6.5530e+06	 1.3917e+05	-4.7085e+01
 3.1737e+03	 3.7800e+01	 1.3114e+00	 3.2384e-02	 2.9469e+02	 6.5250e+01	-8.8585e+01	 1.7510e+07	 4.3237e+05	-4.0497e+01
 1.0043e+03	 3.7800e+01	 1.3385e+00	 3.4443e-02	 2.9468e+02	 6.7880e+01	-8.8526e+01	 5.2022e+07	 1.3387e+06	-3.8860e+01
 3.1783e+02	 3.7800e+01	 1.3651e+00	 2.8533e-02	 2.9469e+02	 7.0430e+01	-8.8803e+01	 1.9844e+08	 4.1479e+06	-4.7841e+01
 1.0058e+02	 3.7800e+01	 1.3859e+00	 1.9807e-02	 2.9469e+02	 7.3350e+01	-8.9181e+01	 9.0332e+08	 1.2910e+07	-6.9968e+01
 3.1829e+01	 3.7800e+01	 1.3945e+00	 1.6854e-02	 2.9469e+02	 7.6190e+01	-8.9308e+01	 3.3547e+09	 4.0544e+07	-8.2742e+01
 1.0072e+01	 3.7800e+01	 1.4018e+00	 2.4528e-02	 2.9469e+02	 7.9180e+01	-8.8998e+01	 7.2842e+09	 1.2745e+08	-5.7153e+01
 1.0000e+06	 7.6400e+01	 1.3425e+00	-3.0668e-02	 2.9468e+02	 8.8490e+01	-9.1309e+01	-5.8680e+04	 1.3405e+03	 4.3776e+01
 3.1646e+05	 7.6400e+01	 1.2426e+00	 1.6459e-02	 2.9469e+02	 9.3550e+01	-8.9241e+01	 3.4550e+05	 4.5764e+03	-7.5496e+01
 1.0014e+05	 7.6400e+01	 1.2551e+00	 1.9130e-02	 2.9467e+02	 9.6110e+01	-8.9127e+01	 9.3934e+05	 1.4317e+04	-6.5609e+01
