PEI 25 kg/mol, 2 mg/ml from Ethanol on B 10 x 15 mm + H 1x1 mm, 70 nm, 30 µm, Desorption, 7.5.2026, 16:36
Diameter[mm] 1.128e+00  Thickness[mm] 2.000e-04  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) : 
 Freq. [Hz]	 Time  [s]	 Eps'   	 Eps''  	M Temp [K]	M Time M[s]
 3.8443e+03	 4.6130e+02	 1.3889e+00	 1.6870e-02	 3.6315e+02	 4.9513e+02
 5.7665e+03	 4.6130e+02	 1.3852e+00	 1.8982e-02	 3.6315e+02	 4.9791e+02
 8.6498e+03	 4.6130e+02	 1.3809e+00	 2.1719e-02	 3.6315e+02	 5.0038e+02
 1.2975e+04	 4.6130e+02	 1.3758e+00	 2.4736e-02	 3.6315e+02	 5.0281e+02
 1.9462e+04	 4.6130e+02	 1.3698e+00	 2.8139e-02	 3.6314e+02	 5.0545e+02
 2.9193e+04	 4.6130e+02	 1.3635e+00	 3.1864e-02	 3.6315e+02	 5.0806e+02
 4.3789e+04	 4.6130e+02	 1.3560e+00	 3.6074e-02	 3.6314e+02	 5.1056e+02
 6.5684e+04	 4.6130e+02	 1.3472e+00	 4.0910e-02	 3.6314e+02	 5.1300e+02
 9.8526e+04	 4.6130e+02	 1.3365e+00	 4.6437e-02	 3.6314e+02	 5.1550e+02
 1.4779e+05	 4.6130e+02	 1.3234e+00	 5.1997e-02	 3.6314e+02	 5.1813e+02
 2.2168e+05	 4.6130e+02	 1.3076e+00	 5.6231e-02	 3.6313e+02	 5.2056e+02
 3.3253e+05	 4.6130e+02	 1.2903e+00	 5.7692e-02	 3.6314e+02	 5.2316e+02
 4.9879e+05	 4.6130e+02	 1.2724e+00	 5.6066e-02	 3.6314e+02	 5.2583e+02
 7.4818e+05	 4.6130e+02	 1.2566e+00	 5.1563e-02	 3.6313e+02	 5.2825e+02
 9.0000e+05	 4.6130e+02	 1.2508e+00	 4.9044e-02	 3.6313e+02	 5.3094e+02
 1.0000e+02	 5.2830e+02	 1.3923e+00	-5.9932e-02	 3.6313e+02	 5.3870e+02
 1.5000e+02	 5.2830e+02	 1.4079e+00	-3.2485e-02	 3.6313e+02	 5.4147e+02
 2.2500e+02	 5.2830e+02	 1.4138e+00	-2.6374e-03	 3.6314e+02	 5.4413e+02
 3.3750e+02	 5.2830e+02	 1.4141e+00	 1.7415e-02	 3.6314e+02	 5.4678e+02
 5.0625e+02	 5.2830e+02	 1.4114e+00	 1.0112e-02	 3.6314e+02	 5.4927e+02
 7.5938e+02	 5.2830e+02	 1.4086e+00	 1.5547e-02	 3.6313e+02	 5.5214e+02
 1.1391e+03	 5.2830e+02	 1.4059e+00	 4.0472e-02	 3.6314e+02	 5.5463e+02
 1.7086e+03	 5.2830e+02	 1.4030e+00	 2.7861e-02	 3.6313e+02	 5.5706e+02
 2.5629e+03	 5.2830e+02	 1.4006e+00	 1.8759e-02	 3.6313e+02	 5.5969e+02
 3.8443e+03	 5.2830e+02	 1.3978e+00	 1.4109e-02	 3.6314e+02	 5.6219e+02
 5.7665e+03	 5.2830e+02	 1.3947e+00	 1.5372e-02	 3.6313e+02	 5.6466e+02
 8.6498e+03	 5.2830e+02	 1.3911e+00	 1.8182e-02	 3.6313e+02	 5.6738e+02
 1.2975e+04	 5.2830e+02	 1.3867e+00	 2.1638e-02	 3.6313e+02	 5.7017e+02
 1.9462e+04	 5.2830e+02	 1.3816e+00	 2.5176e-02	 3.6312e+02	 5.7263e+02
 2.9193e+04	 5.2830e+02	 1.3760e+00	 2.9673e-02	 3.6313e+02	 5.7547e+02
 4.3789e+04	 5.2830e+02	 1.3688e+00	 3.4602e-02	 3.6313e+02	 5.7800e+02
 6.5684e+04	 5.2830e+02	 1.3602e+00	 4.0434e-02	 3.6313e+02	 5.8077e+02
 9.8526e+04	 5.2830e+02	 1.3495e+00	 4.7019e-02	 3.6313e+02	 5.8325e+02
