PEI 25 kg/mol, 2 mg/ml from Ethanol on B 10 x 15 mm + H 1x1 mm, 70 nm, 30 µm, 80°C Absorption, 4.5.2026, 12:4
Diameter[mm] 1.128e+00  Thickness[mm] 1.000e-04  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  AC Volt  [Vrms]=1.000
 Freq. [Hz]	 Time  [s]	 Eps'   	 Eps''  	M Temp [K]	M Time M[s]
 7.5938e+02	 7.8800e+01	 6.2809e+00	 1.5066e-01	 3.5315e+02	 1.0288e+02
 1.1391e+03	 7.8800e+01	 6.2530e+00	 1.4982e-01	 3.5316e+02	 1.0800e+02
 1.7086e+03	 7.8800e+01	 6.2267e+00	 1.5599e-01	 3.5315e+02	 1.1082e+02
 2.5629e+03	 7.8800e+01	 6.1999e+00	 1.7125e-01	 3.5316e+02	 1.1338e+02
 3.8443e+03	 7.8800e+01	 6.1711e+00	 1.9786e-01	 3.5315e+02	 1.1608e+02
 5.7665e+03	 7.8800e+01	 6.1378e+00	 2.3866e-01	 3.5315e+02	 1.1857e+02
 8.6498e+03	 7.8800e+01	 6.0951e+00	 2.9718e-01	 3.5316e+02	 1.2135e+02
 1.2975e+04	 7.8800e+01	 6.0375e+00	 3.7752e-01	 3.5315e+02	 1.2394e+02
 1.9462e+04	 7.8800e+01	 5.9565e+00	 4.8296e-01	 3.5314e+02	 1.2644e+02
 2.9193e+04	 7.8800e+01	 5.8378e+00	 6.1313e-01	 3.5314e+02	 1.2913e+02
 4.3789e+04	 7.8800e+01	 5.6666e+00	 7.6182e-01	 3.5314e+02	 1.3157e+02
 6.5684e+04	 7.8800e+01	 5.4281e+00	 9.0810e-01	 3.5315e+02	 1.3432e+02
 9.8526e+04	 7.8800e+01	 5.1210e+00	 1.0186e+00	 3.5314e+02	 1.3688e+02
 1.4779e+05	 7.8800e+01	 4.7682e+00	 1.0568e+00	 3.5315e+02	 1.4200e+02
 2.2168e+05	 7.8800e+01	 4.4419e+00	 1.0123e+00	 3.5315e+02	 1.4452e+02
 3.3253e+05	 7.8800e+01	 4.1388e+00	 8.9017e-01	 3.5315e+02	 1.4732e+02
 4.9879e+05	 7.8800e+01	-4.4964e+00	 5.0772e+01	 3.5315e+02	 1.5030e+02
 7.4818e+05	 7.8800e+01	 3.7892e+00	 4.9139e-01	 3.5315e+02	 1.5675e+02
 9.0000e+05	 7.8800e+01	 3.7420e+00	 4.2443e-01	 3.5315e+02	 1.6432e+02
 1.0000e+02	 1.6150e+02	 6.4737e+00	 2.3299e-01	 3.5314e+02	 1.7258e+02
 1.5000e+02	 1.6150e+02	 6.4248e+00	 2.0654e-01	 3.5315e+02	 1.7525e+02
 2.2500e+02	 1.6150e+02	 6.3817e+00	 1.8678e-01	 3.5315e+02	 1.7796e+02
 3.3750e+02	 1.6150e+02	 6.3441e+00	 1.7015e-01	 3.5315e+02	 1.8082e+02
 5.0625e+02	 1.6150e+02	 6.3106e+00	 1.5804e-01	 3.5315e+02	 1.8338e+02
 7.5938e+02	 1.6150e+02	 6.2807e+00	 1.5108e-01	 3.5315e+02	 1.8610e+02
 1.1391e+03	 1.6150e+02	 6.2531e+00	 1.5035e-01	 3.5315e+02	 1.9107e+02
 1.7086e+03	 1.6150e+02	 6.2266e+00	 1.5619e-01	 3.5315e+02	 1.9350e+02
 2.5629e+03	 1.6150e+02	 6.2001e+00	 1.7134e-01	 3.5315e+02	 1.9607e+02
 3.8443e+03	 1.6150e+02	 6.1711e+00	 1.9797e-01	 3.5315e+02	 1.9882e+02
 5.7665e+03	 1.6150e+02	 6.1377e+00	 2.3864e-01	 3.5315e+02	 2.0125e+02
 8.6498e+03	 1.6150e+02	 6.0948e+00	 2.9711e-01	 3.5314e+02	 2.0382e+02
 1.2975e+04	 1.6150e+02	 6.0372e+00	 3.7768e-01	 3.5314e+02	 2.0644e+02
 1.9462e+04	 1.6150e+02	 5.9561e+00	 4.8310e-01	 3.5314e+02	 2.0888e+02
 2.9193e+04	 1.6150e+02	 5.8372e+00	 6.1320e-01	 3.5315e+02	 2.1160e+02
 4.3789e+04	 1.6150e+02	 5.6662e+00	 7.6164e-01	 3.5314e+02	 2.1407e+02
 6.5684e+04	 1.6150e+02	 5.4277e+00	 9.0803e-01	 3.5315e+02	 2.1650e+02
 9.8526e+04	 1.6150e+02	 5.1205e+00	 1.0183e+00	 3.5315e+02	 2.1925e+02
 1.4779e+05	 1.6150e+02	 4.7679e+00	 1.0568e+00	 3.5315e+02	 2.2457e+02
 2.2168e+05	 1.6150e+02	 4.4417e+00	 1.0123e+00	 3.5314e+02	 2.2700e+02
 3.3253e+05	 1.6150e+02	 4.1385e+00	 8.8996e-01	 3.5315e+02	 2.2985e+02
 4.9879e+05	 1.6150e+02	-4.4969e+00	 5.0772e+01	 3.5315e+02	 2.3255e+02
 7.4818e+05	 1.6150e+02	 3.7888e+00	 4.9325e-01	 3.5315e+02	 2.3907e+02
 9.0000e+05	 1.6150e+02	 3.7416e+00	 4.2559e-01	 3.5314e+02	 2.4654e+02
 1.0000e+02	 2.4390e+02	 6.4738e+00	 2.3336e-01	 3.5315e+02	 2.5458e+02
 1.5000e+02	 2.4390e+02	 6.4252e+00	 2.0734e-01	 3.5315e+02	 2.5735e+02
 2.2500e+02	 2.4390e+02	 6.3815e+00	 1.8671e-01	 3.5315e+02	 2.5983e+02
 3.3750e+02	 2.4390e+02	 6.3437e+00	 1.7005e-01	 3.5315e+02	 2.6275e+02
 5.0625e+02	 2.4390e+02	 6.3103e+00	 1.5803e-01	 3.5314e+02	 2.6519e+02
 7.5938e+02	 2.4390e+02	 6.2804e+00	 1.5093e-01	 3.5315e+02	 2.6777e+02
 1.1391e+03	 2.4390e+02	 6.2526e+00	 1.4997e-01	 3.5314e+02	 2.7332e+02
 1.7086e+03	 2.4390e+02	 6.2264e+00	 1.5621e-01	 3.5314e+02	 2.7588e+02
 2.5629e+03	 2.4390e+02	 6.1995e+00	 1.7159e-01	 3.5314e+02	 2.7860e+02
 3.8443e+03	 2.4390e+02	 6.1707e+00	 1.9802e-01	 3.5314e+02	 2.8113e+02
 5.7665e+03	 2.4390e+02	 6.1371e+00	 2.3892e-01	 3.5314e+02	 2.8357e+02
 8.6498e+03	 2.4390e+02	 6.0943e+00	 2.9751e-01	 3.5315e+02	 2.8632e+02
 1.2975e+04	 2.4390e+02	 6.0367e+00	 3.7792e-01	 3.5314e+02	 2.8888e+02
 1.9462e+04	 2.4390e+02	 5.9556e+00	 4.8343e-01	 3.5314e+02	 2.9150e+02
 2.9193e+04	 2.4390e+02	 5.8366e+00	 6.1359e-01	 3.5314e+02	 2.9400e+02
 4.3789e+04	 2.4390e+02	 5.6654e+00	 7.6200e-01	 3.5315e+02	 2.9644e+02
 6.5684e+04	 2.4390e+02	 5.4268e+00	 9.0795e-01	 3.5315e+02	 2.9900e+02
 9.8526e+04	 2.4390e+02	 5.1196e+00	 1.0184e+00	 3.5315e+02	 3.0161e+02
 1.4779e+05	 2.4390e+02	 4.7672e+00	 1.0566e+00	 3.5315e+02	 3.0677e+02
 2.2168e+05	 2.4390e+02	 4.4411e+00	 1.0119e+00	 3.5315e+02	 3.0950e+02
 3.3253e+05	 2.4390e+02	 4.1381e+00	 8.8976e-01	 3.5316e+02	 3.1207e+02
 4.9879e+05	 2.4390e+02	-4.4945e+00	 5.0767e+01	 3.5316e+02	 3.1499e+02
 7.4818e+05	 2.4390e+02	 3.7885e+00	 4.9305e-01	 3.5316e+02	 3.2150e+02
 9.0000e+05	 2.4390e+02	 3.7417e+00	 4.2508e-01	 3.5316e+02	 3.2975e+02
 1.0000e+02	 3.2690e+02	 6.4737e+00	 2.3333e-01	 3.5316e+02	 3.3752e+02
 1.5000e+02	 3.2690e+02	 6.4241e+00	 2.0933e-01	 3.5316e+02	 3.4032e+02
 2.2500e+02	 3.2690e+02	 6.3814e+00	 1.8685e-01	 3.5316e+02	 3.4275e+02
 3.3750e+02	 3.2690e+02	 6.3437e+00	 1.7008e-01	 3.5316e+02	 3.4557e+02
 5.0625e+02	 3.2690e+02	 6.3101e+00	 1.5783e-01	 3.5315e+02	 3.4802e+02
 7.5938e+02	 3.2690e+02	 6.2800e+00	 1.5079e-01	 3.5315e+02	 3.5057e+02
 1.1391e+03	 3.2690e+02	 6.2524e+00	 1.4974e-01	 3.5314e+02	 3.5557e+02
 1.7086e+03	 3.2690e+02	 6.2261e+00	 1.5635e-01	 3.5314e+02	 3.5802e+02
 2.5629e+03	 3.2690e+02	 6.1993e+00	 1.7154e-01	 3.5313e+02	 3.6075e+02
 3.8443e+03	 3.2690e+02	 6.1705e+00	 1.9818e-01	 3.5312e+02	 3.6319e+02
 5.7665e+03	 3.2690e+02	 6.1366e+00	 2.3895e-01	 3.5309e+02	 3.6569e+02
 8.6498e+03	 3.2690e+02	 6.0939e+00	 2.9789e-01	 3.5308e+02	 3.6827e+02
 1.2975e+04	 3.2690e+02	 6.0357e+00	 3.7853e-01	 3.5307e+02	 3.7100e+02
 1.9462e+04	 3.2690e+02	 5.9544e+00	 4.8430e-01	 3.5306e+02	 3.7344e+02
 2.9193e+04	 3.2690e+02	 5.8350e+00	 6.1457e-01	 3.5306e+02	 3.7625e+02
 4.3789e+04	 3.2690e+02	 5.6630e+00	 7.6313e-01	 3.5306e+02	 3.7869e+02
 6.5684e+04	 3.2690e+02	 5.4240e+00	 9.0881e-01	 3.5306e+02	 3.8113e+02
 9.8526e+04	 3.2690e+02	 5.1167e+00	 1.0186e+00	 3.5306e+02	 3.8369e+02
 1.4779e+05	 3.2690e+02	 4.7641e+00	 1.0561e+00	 3.5308e+02	 3.8900e+02
 2.2168e+05	 3.2690e+02	 4.4383e+00	 1.0109e+00	 3.5309e+02	 3.9152e+02
 3.3253e+05	 3.2690e+02	 4.1361e+00	 8.8844e-01	 3.5310e+02	 3.9446e+02
 4.9879e+05	 3.2690e+02	-4.4830e+00	 5.0752e+01	 3.5312e+02	 3.9732e+02
 7.4818e+05	 3.2690e+02	 3.7882e+00	 4.9156e-01	 3.5313e+02	 4.0383e+02
 9.0000e+05	 3.2690e+02	 3.7413e+00	 4.2501e-01	 3.5316e+02	 4.1144e+02
 1.0000e+02	 4.0860e+02	 6.4733e+00	 2.3329e-01	 3.5318e+02	 4.1933e+02
 1.5000e+02	 4.0860e+02	 6.4222e+00	 2.0837e-01	 3.5318e+02	 4.2196e+02
 2.2500e+02	 4.0860e+02	 6.3814e+00	 1.8692e-01	 3.5319e+02	 4.2439e+02
 3.3750e+02	 4.0860e+02	 6.3439e+00	 1.7014e-01	 3.5320e+02	 4.2710e+02
 5.0625e+02	 4.0860e+02	 6.3101e+00	 1.5795e-01	 3.5320e+02	 4.2957e+02
 7.5938e+02	 4.0860e+02	 6.2803e+00	 1.5087e-01	 3.5319e+02	 4.3213e+02
 1.1391e+03	 4.0860e+02	 6.2527e+00	 1.4991e-01	 3.5318e+02	 4.3707e+02
 1.7086e+03	 4.0860e+02	 6.2261e+00	 1.5611e-01	 3.5318e+02	 4.3983e+02
 2.5629e+03	 4.0860e+02	 6.1902e+00	 1.6731e-01	 3.5318e+02	 4.4238e+02
 3.8443e+03	 4.0860e+02	 6.1356e+00	 1.8042e-01	 3.5317e+02	 4.4507e+02
 5.7665e+03	 4.0860e+02	 6.0751e+00	 2.0835e-01	 3.5317e+02	 4.4750e+02
 8.6498e+03	 4.0860e+02	 6.0304e+00	 2.7370e-01	 3.5317e+02	 4.5007e+02
 1.2975e+04	 4.0860e+02	 5.9700e+00	 3.5830e-01	 3.5317e+02	 4.5275e+02
 1.9462e+04	 4.0860e+02	 5.8841e+00	 4.6427e-01	 3.5317e+02	 4.5519e+02
 2.9193e+04	 4.0860e+02	 5.7619e+00	 5.8867e-01	 3.5317e+02	 4.5800e+02
 4.3789e+04	 4.0860e+02	 5.5897e+00	 7.2058e-01	 3.5316e+02	 4.6046e+02
 6.5684e+04	 4.0860e+02	 5.3617e+00	 8.4201e-01	 3.5316e+02	 4.6288e+02
 9.8526e+04	 4.0860e+02	 5.0846e+00	 9.2742e-01	 3.5316e+02	 4.6557e+02
 1.4779e+05	 4.0860e+02	 4.7815e+00	 9.5629e-01	 3.5316e+02	 4.7085e+02
 2.2168e+05	 4.0860e+02	 4.5010e+00	 9.3006e-01	 3.5316e+02	 4.7338e+02
 3.3253e+05	 4.0860e+02	 4.2250e+00	 8.4381e-01	 3.5316e+02	 4.7605e+02
 4.9879e+05	 4.0860e+02	-4.2895e+00	 5.1937e+01	 3.5316e+02	 4.7880e+02
 7.4818e+05	 4.0860e+02	 3.8739e+00	 5.1381e-01	 3.5315e+02	 4.8532e+02
 9.0000e+05	 4.0860e+02	 3.8215e+00	 4.6064e-01	 3.5313e+02	 4.9307e+02
 1.0000e+02	 4.9020e+02	 6.1849e+00	 5.6800e-02	 3.5311e+02	 5.0083e+02
 1.5000e+02	 4.9020e+02	 6.1748e+00	 5.7050e-02	 3.5310e+02	 5.0355e+02
 2.2500e+02	 4.9020e+02	 6.1607e+00	 5.6373e-02	 3.5311e+02	 5.0602e+02
 3.3750e+02	 4.9020e+02	 6.1488e+00	 5.9753e-02	 3.5311e+02	 5.0857e+02
 5.0625e+02	 4.9020e+02	 6.1360e+00	 6.5693e-02	 3.5310e+02	 5.1119e+02
 7.5938e+02	 4.9020e+02	 6.1220e+00	 7.4549e-02	 3.5311e+02	 5.1375e+02
 1.1391e+03	 4.9020e+02	 6.1053e+00	 8.7441e-02	 3.5311e+02	 5.1900e+02
 1.7086e+03	 4.9020e+02	 6.0878e+00	 1.0538e-01	 3.5311e+02	 5.2177e+02
 2.5629e+03	 4.9020e+02	 6.0662e+00	 1.2949e-01	 3.5312e+02	 5.2438e+02
 3.8443e+03	 4.9020e+02	 6.0405e+00	 1.6157e-01	 3.5312e+02	 5.2719e+02
 5.7665e+03	 4.9020e+02	 6.0083e+00	 2.0405e-01	 3.5313e+02	 5.2969e+02
 8.6498e+03	 4.9020e+02	 5.9666e+00	 2.6005e-01	 3.5313e+02	 5.3235e+02
 1.2975e+04	 4.9020e+02	 5.9101e+00	 3.3235e-01	 3.5313e+02	 5.3494e+02
 1.9462e+04	 4.9020e+02	 5.8331e+00	 4.2363e-01	 3.5313e+02	 5.3738e+02
 2.9193e+04	 4.9020e+02	 5.7259e+00	 5.3326e-01	 3.5313e+02	 5.4000e+02
 4.3789e+04	 4.9020e+02	 5.5770e+00	 6.5580e-01	 3.5314e+02	 5.4244e+02
 6.5684e+04	 4.9020e+02	 5.3763e+00	 7.7786e-01	 3.5313e+02	 5.4510e+02
 9.8526e+04	 4.9020e+02	 5.1224e+00	 8.7803e-01	 3.5313e+02	 5.4769e+02
 1.4779e+05	 4.9020e+02	 4.8278e+00	 9.3109e-01	 3.5314e+02	 5.5275e+02
 2.2168e+05	 4.9020e+02	 4.5199e+00	 9.2059e-01	 3.5314e+02	 5.5532e+02
 3.3253e+05	 4.9020e+02	 4.2600e+00	 8.5285e-01	 3.5314e+02	 5.5800e+02
 4.9879e+05	 4.9020e+02	-4.4721e+00	 5.2260e+01	 3.5314e+02	 5.6068e+02
 7.4818e+05	 4.9020e+02	 3.8862e+00	 5.3465e-01	 3.5314e+02	 5.6707e+02
 9.0000e+05	 4.9020e+02	 3.8270e+00	 4.8011e-01	 3.5313e+02	 5.7494e+02
 1.0000e+02	 5.7210e+02	 6.1660e+00	 6.0583e-02	 3.5312e+02	 5.8282e+02
 1.5000e+02	 5.7210e+02	 6.1541e+00	 5.7552e-02	 3.5312e+02	 5.8550e+02
 2.2500e+02	 5.7210e+02	 6.1404e+00	 6.1618e-02	 3.5311e+02	 5.8796e+02
 3.3750e+02	 5.7210e+02	 6.1271e+00	 6.5424e-02	 3.5311e+02	 5.9075e+02
 5.0625e+02	 5.7210e+02	 6.1128e+00	 7.1833e-02	 3.5312e+02	 5.9319e+02
 7.5938e+02	 5.7210e+02	 6.0974e+00	 8.1352e-02	 3.5312e+02	 5.9605e+02
 1.1391e+03	 5.7210e+02	 6.0793e+00	 9.4898e-02	 3.5312e+02	 6.0135e+02
 1.7086e+03	 5.7210e+02	 6.0592e+00	 1.1239e-01	 3.5312e+02	 6.0382e+02
 2.5629e+03	 5.7210e+02	 6.0356e+00	 1.3596e-01	 3.5313e+02	 6.0638e+02
 3.8443e+03	 5.7210e+02	 6.0074e+00	 1.6716e-01	 3.5313e+02	 6.0907e+02
 5.7665e+03	 5.7210e+02	 5.9732e+00	 2.0766e-01	 3.5314e+02	 6.1150e+02
 8.6498e+03	 5.7210e+02	 5.9287e+00	 2.6048e-01	 3.5314e+02	 6.1407e+02
 1.2975e+04	 5.7210e+02	 5.8720e+00	 3.2827e-01	 3.5314e+02	 6.1669e+02
 1.9462e+04	 5.7210e+02	 5.7963e+00	 4.1369e-01	 3.5315e+02	 6.1935e+02
 2.9193e+04	 5.7210e+02	 5.6929e+00	 5.1732e-01	 3.5316e+02	 6.2194e+02
 4.3789e+04	 5.7210e+02	 5.5508e+00	 6.3516e-01	 3.5316e+02	 6.2438e+02
 6.5684e+04	 5.7210e+02	 5.3596e+00	 7.5621e-01	 3.5316e+02	 6.2700e+02
 9.8526e+04	 5.7210e+02	 5.1141e+00	 8.5964e-01	 3.5317e+02	 6.2957e+02
 1.4779e+05	 5.7210e+02	 4.8238e+00	 9.1864e-01	 3.5317e+02	 6.3482e+02
 2.2168e+05	 5.7210e+02	 4.5179e+00	 9.1415e-01	 3.5318e+02	 6.3754e+02
 3.3253e+05	 5.7210e+02	 4.2577e+00	 8.5123e-01	 3.5318e+02	 6.4013e+02
 4.9879e+05	 5.7210e+02	-4.5051e+00	 5.2214e+01	 3.5319e+02	 6.4305e+02
 7.4818e+05	 5.7210e+02	 3.8802e+00	 5.4026e-01	 3.5320e+02	 6.4944e+02
 9.0000e+05	 5.7210e+02	 3.8188e+00	 4.8709e-01	 3.5319e+02	 6.5700e+02
 1.0000e+02	 6.5420e+02	 6.1531e+00	 6.4159e-02	 3.5319e+02	 6.6507e+02
 1.5000e+02	 6.5420e+02	 6.1391e+00	 6.3872e-02	 3.5319e+02	 6.6752e+02
 2.2500e+02	 6.5420e+02	 6.1253e+00	 6.6097e-02	 3.5319e+02	 6.6996e+02
 3.3750e+02	 6.5420e+02	 6.1108e+00	 7.0218e-02	 3.5318e+02	 6.7275e+02
 5.0625e+02	 6.5420e+02	 6.0952e+00	 7.7142e-02	 3.5319e+02	 6.7519e+02
 7.5938e+02	 6.5420e+02	 6.0785e+00	 8.7096e-02	 3.5318e+02	 6.7797e+02
 1.1391e+03	 6.5420e+02	 6.0587e+00	 1.0055e-01	 3.5318e+02	 6.8294e+02
 1.7086e+03	 6.5420e+02	 6.0373e+00	 1.1899e-01	 3.5318e+02	 6.8557e+02
 2.5629e+03	 6.5420e+02	 6.0116e+00	 1.4281e-01	 3.5318e+02	 6.8813e+02
 3.8443e+03	 6.5420e+02	 5.9811e+00	 1.7350e-01	 3.5317e+02	 6.9094e+02
 5.7665e+03	 6.5420e+02	 5.9435e+00	 2.1338e-01	 3.5317e+02	 6.9338e+02
 8.6498e+03	 6.5420e+02	 5.8976e+00	 2.6473e-01	 3.5318e+02	 6.9610e+02
 1.2975e+04	 6.5420e+02	 5.8391e+00	 3.3020e-01	 3.5317e+02	 6.9869e+02
 1.9462e+04	 6.5420e+02	 5.7620e+00	 4.1232e-01	 3.5317e+02	 7.0149e+02
 2.9193e+04	 6.5420e+02	 5.6591e+00	 5.1202e-01	 3.5317e+02	 7.0407e+02
 4.3789e+04	 6.5420e+02	 5.5194e+00	 6.2606e-01	 3.5317e+02	 7.0682e+02
 6.5684e+04	 6.5420e+02	 5.3318e+00	 7.4473e-01	 3.5317e+02	 7.0932e+02
 9.8526e+04	 6.5420e+02	 5.0908e+00	 8.4769e-01	 3.5316e+02	 7.1211e+02
 1.4779e+05	 6.5420e+02	 4.8041e+00	 9.0799e-01	 3.5316e+02	 7.1713e+02
 2.2168e+05	 6.5420e+02	 4.5260e+00	 9.1017e-01	 3.5315e+02	 7.1975e+02
 3.3253e+05	 6.5420e+02	 4.2431e+00	 8.4452e-01	 3.5315e+02	 7.2232e+02
 4.9879e+05	 6.5420e+02	-4.4672e+00	 5.2040e+01	 3.5314e+02	 7.2530e+02
 7.4818e+05	 6.5420e+02	 3.8669e+00	 5.3818e-01	 3.5314e+02	 7.3175e+02
 9.0000e+05	 6.5420e+02	 3.8055e+00	 4.8520e-01	 3.5315e+02	 7.3983e+02
 1.0000e+02	 7.3700e+02	 6.1409e+00	 6.7138e-02	 3.5314e+02	 7.4760e+02
 1.5000e+02	 7.3700e+02	 6.1273e+00	 6.7351e-02	 3.5314e+02	 7.5038e+02
 2.2500e+02	 7.3700e+02	 6.1116e+00	 6.9770e-02	 3.5313e+02	 7.5288e+02
 3.3750e+02	 7.3700e+02	 6.0963e+00	 7.4555e-02	 3.5313e+02	 7.5582e+02
 5.0625e+02	 7.3700e+02	 6.0796e+00	 8.2111e-02	 3.5313e+02	 7.5825e+02
 7.5938e+02	 7.3700e+02	 6.0614e+00	 9.2697e-02	 3.5313e+02	 7.6105e+02
 1.1391e+03	 7.3700e+02	 6.0401e+00	 1.0685e-01	 3.5313e+02	 7.6600e+02
 1.7086e+03	 7.3700e+02	 6.0170e+00	 1.2555e-01	 3.5312e+02	 7.6850e+02
 2.5629e+03	 7.3700e+02	 5.9894e+00	 1.4965e-01	 3.5312e+02	 7.7107e+02
 3.8443e+03	 7.3700e+02	 5.9566e+00	 1.8065e-01	 3.5313e+02	 7.7375e+02
 5.7665e+03	 7.3700e+02	 5.9170e+00	 2.2032e-01	 3.5313e+02	 7.7619e+02
 8.6498e+03	 7.3700e+02	 5.8688e+00	 2.7112e-01	 3.5313e+02	 7.7900e+02
 1.2975e+04	 7.3700e+02	 5.8078e+00	 3.3518e-01	 3.5314e+02	 7.8157e+02
 1.9462e+04	 7.3700e+02	 5.7293e+00	 4.1512e-01	 3.5313e+02	 7.8432e+02
 2.9193e+04	 7.3700e+02	 5.6252e+00	 5.1169e-01	 3.5313e+02	 7.8694e+02
 4.3789e+04	 7.3700e+02	 5.4861e+00	 6.2218e-01	 3.5314e+02	 7.8960e+02
 6.5684e+04	 7.3700e+02	 5.3009e+00	 7.3759e-01	 3.5314e+02	 7.9213e+02
 9.8526e+04	 7.3700e+02	 5.0635e+00	 8.3823e-01	 3.5314e+02	 7.9477e+02
 1.4779e+05	 7.3700e+02	 4.7809e+00	 8.9798e-01	 3.5315e+02	 7.9988e+02
 2.2168e+05	 7.3700e+02	 4.5064e+00	 9.0075e-01	 3.5315e+02	 8.0252e+02
 3.3253e+05	 7.3700e+02	 4.2268e+00	 8.3691e-01	 3.5315e+02	 8.0507e+02
 4.9879e+05	 7.3700e+02	-4.4176e+00	 5.1858e+01	 3.5315e+02	 8.0805e+02
 7.4818e+05	 7.3700e+02	 3.8537e+00	 5.3710e-01	 3.5316e+02	 8.1457e+02
 9.0000e+05	 7.3700e+02	 3.7924e+00	 4.8437e-01	 3.5316e+02	 8.2255e+02
 1.0000e+02	 8.1970e+02	 6.1309e+00	 6.9678e-02	 3.5316e+02	 8.3033e+02
 1.5000e+02	 8.1970e+02	 6.1160e+00	 7.0782e-02	 3.5316e+02	 8.3279e+02
 2.2500e+02	 8.1970e+02	 6.1003e+00	 7.3415e-02	 3.5316e+02	 8.3552e+02
 3.3750e+02	 8.1970e+02	 6.0840e+00	 7.8558e-02	 3.5316e+02	 8.3813e+02
 5.0625e+02	 8.1970e+02	 6.0666e+00	 8.6558e-02	 3.5316e+02	 8.4082e+02
 7.5938e+02	 8.1970e+02	 6.0470e+00	 9.7555e-02	 3.5316e+02	 8.4338e+02
 1.1391e+03	 8.1970e+02	 6.0246e+00	 1.1230e-01	 3.5314e+02	 8.4850e+02
 1.7086e+03	 8.1970e+02	 6.0000e+00	 1.3149e-01	 3.5315e+02	 8.5094e+02
 2.5629e+03	 8.1970e+02	 5.9707e+00	 1.5606e-01	 3.5316e+02	 8.5369e+02
 3.8443e+03	 8.1970e+02	 5.9356e+00	 1.8739e-01	 3.5317e+02	 8.5613e+02
