PEI 25 kg/mol, 2 mg/ml from Ethanol on B 10 x 15 mm + H 1x1 mm, 70 nm, 30 µm, 60°C Absorption, 30.4.2026, 11:14
Diameter[mm] 1.128e+00  Thickness[mm] 1.000e-04  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  AC Volt  [Vrms]=1.000
 Freq. [Hz]	 Time  [s]	 Eps'   	 Eps''  	M Temp [K]	M Time M[s]
 7.4818e+05	 3.1720e+02	 3.6059e+00	 2.1374e-01	 3.3315e+02	 3.9194e+02
 9.0000e+05	 3.1720e+02	 3.5882e+00	 1.8093e-01	 3.3315e+02	 3.9956e+02
 1.0000e+02	 3.9690e+02	 6.3120e+00	 1.8234e-01	 3.3315e+02	 4.0626e+02
 1.5000e+02	 3.9690e+02	 6.2754e+00	 1.7028e-01	 3.3315e+02	 4.0887e+02
 2.2500e+02	 3.9690e+02	 6.2424e+00	 1.6282e-01	 3.3315e+02	 4.1133e+02
 3.3750e+02	 3.9690e+02	 6.2109e+00	 1.6131e-01	 3.3315e+02	 4.1412e+02
 5.0625e+02	 3.9690e+02	 6.1811e+00	 1.6611e-01	 3.3314e+02	 4.1656e+02
 7.5938e+02	 3.9690e+02	 6.1501e+00	 1.7924e-01	 3.3315e+02	 4.1948e+02
 1.1391e+03	 3.9690e+02	 6.1171e+00	 2.0163e-01	 3.3316e+02	 4.2444e+02
 1.7086e+03	 3.9690e+02	 6.0493e+00	 2.0455e-01	 3.3317e+02	 4.2712e+02
 2.5629e+03	 3.9690e+02	 5.9797e+00	 2.4117e-01	 3.3318e+02	 4.2975e+02
 3.8443e+03	 3.9690e+02	 5.9256e+00	 3.1671e-01	 3.3318e+02	 4.3244e+02
 5.7665e+03	 3.9690e+02	 5.8519e+00	 4.1364e-01	 3.3318e+02	 4.3494e+02
 8.6498e+03	 3.9690e+02	 5.7470e+00	 5.3244e-01	 3.3319e+02	 4.3770e+02
 1.2975e+04	 3.9690e+02	 5.5966e+00	 6.6739e-01	 3.3319e+02	 4.4012e+02
 1.9462e+04	 3.9690e+02	 5.3878e+00	 8.0249e-01	 3.3320e+02	 4.4273e+02
 2.9193e+04	 3.9690e+02	 5.1179e+00	 9.0993e-01	 3.3320e+02	 4.4531e+02
 4.3789e+04	 3.9690e+02	 4.8051e+00	 9.5922e-01	 3.3321e+02	 4.4775e+02
 6.5684e+04	 3.9690e+02	 4.4939e+00	 9.3462e-01	 3.3321e+02	 4.5037e+02
 9.8526e+04	 3.9690e+02	 4.2071e+00	 8.4357e-01	 3.3321e+02	 4.5300e+02
 1.4779e+05	 3.9690e+02	 3.9804e+00	 7.1496e-01	 3.3321e+02	 4.5575e+02
 2.2168e+05	 3.9690e+02	 3.8175e+00	 5.8235e-01	 3.3321e+02	 4.5831e+02
 3.3253e+05	 3.9690e+02	 3.6951e+00	 4.6859e-01	 3.3321e+02	 4.6112e+02
 4.9879e+05	 3.9690e+02	 3.6149e+00	 3.8319e-01	 3.3322e+02	 4.6369e+02
 7.4818e+05	 3.9690e+02	 3.6071e+00	 2.2810e-01	 3.3322e+02	 4.7153e+02
 9.0000e+05	 3.9690e+02	 3.5860e+00	 1.9877e-01	 3.3322e+02	 4.7931e+02
 1.0000e+02	 4.7660e+02	 6.0932e+00	 4.6301e-02	 3.3322e+02	 4.8658e+02
 1.5000e+02	 4.7660e+02	 6.0839e+00	 5.1560e-02	 3.3321e+02	 4.8903e+02
 2.2500e+02	 4.7660e+02	 6.0730e+00	 6.2778e-02	 3.3321e+02	 4.9172e+02
 3.3750e+02	 4.7660e+02	 6.0607e+00	 7.5817e-02	 3.3321e+02	 4.9433e+02
 5.0625e+02	 4.7660e+02	 6.0463e+00	 9.3393e-02	 3.3321e+02	 4.9676e+02
 7.5938e+02	 4.7660e+02	 6.0289e+00	 1.1758e-01	 3.3321e+02	 4.9931e+02
 1.1391e+03	 4.7660e+02	 6.0069e+00	 1.4976e-01	 3.3320e+02	 5.0453e+02
 1.7086e+03	 4.7660e+02	 5.9793e+00	 1.9305e-01	 3.3320e+02	 5.0708e+02
 2.5629e+03	 4.7660e+02	 5.9414e+00	 2.4969e-01	 3.3319e+02	 5.0972e+02
 3.8443e+03	 4.7660e+02	 5.8897e+00	 3.2393e-01	 3.3319e+02	 5.1250e+02
 5.7665e+03	 4.7660e+02	 5.8170e+00	 4.1780e-01	 3.3318e+02	 5.1520e+02
 8.6498e+03	 4.7660e+02	 5.7125e+00	 5.3199e-01	 3.3318e+02	 5.1781e+02
 1.2975e+04	 4.7660e+02	 5.5637e+00	 6.6036e-01	 3.3318e+02	 5.2062e+02
 1.9462e+04	 4.7660e+02	 5.3595e+00	 7.8776e-01	 3.3318e+02	 5.2325e+02
 2.9193e+04	 4.7660e+02	 5.0983e+00	 8.8889e-01	 3.3317e+02	 5.2589e+02
 4.3789e+04	 4.7660e+02	 4.7962e+00	 9.3581e-01	 3.3317e+02	 5.2837e+02
 6.5684e+04	 4.7660e+02	 4.4955e+00	 9.1367e-01	 3.3317e+02	 5.3122e+02
 9.8526e+04	 4.7660e+02	 4.2165e+00	 8.2841e-01	 3.3317e+02	 5.3387e+02
 1.4779e+05	 4.7660e+02	 3.9938e+00	 7.0756e-01	 3.3316e+02	 5.3669e+02
 2.2168e+05	 4.7660e+02	 3.8313e+00	 5.8244e-01	 3.3316e+02	 5.3931e+02
 3.3253e+05	 4.7660e+02	 3.7065e+00	 4.7482e-01	 3.3316e+02	 5.4175e+02
 4.9879e+05	 4.7660e+02	-4.8279e-01	 4.7025e+01	 3.3316e+02	 5.4442e+02
 7.4818e+05	 4.7660e+02	 3.6088e+00	 2.4093e-01	 3.3316e+02	 5.5122e+02
 9.0000e+05	 4.7660e+02	 3.5851e+00	 2.1437e-01	 3.3315e+02	 5.5912e+02
 1.0000e+02	 5.5640e+02	 6.0839e+00	 4.7660e-02	 3.3315e+02	 5.6739e+02
 1.5000e+02	 5.5640e+02	 6.0735e+00	 5.5985e-02	 3.3314e+02	 5.6994e+02
 2.2500e+02	 5.5640e+02	 6.0630e+00	 6.4526e-02	 3.3314e+02	 5.7276e+02
 3.3750e+02	 5.5640e+02	 6.0502e+00	 7.7787e-02	 3.3315e+02	 5.7567e+02
 5.0625e+02	 5.5640e+02	 6.0354e+00	 9.5538e-02	 3.3314e+02	 5.7812e+02
 7.5938e+02	 5.5640e+02	 6.0175e+00	 1.1940e-01	 3.3314e+02	 5.8098e+02
 1.1391e+03	 5.5640e+02	 5.9949e+00	 1.5122e-01	 3.3314e+02	 5.8595e+02
 1.7086e+03	 5.5640e+02	 5.9665e+00	 1.9368e-01	 3.3314e+02	 5.8850e+02
 2.5629e+03	 5.5640e+02	 5.9283e+00	 2.4929e-01	 3.3315e+02	 5.9106e+02
 3.8443e+03	 5.5640e+02	 5.8766e+00	 3.2193e-01	 3.3315e+02	 5.9372e+02
 5.7665e+03	 5.5640e+02	 5.8042e+00	 4.1372e-01	 3.3314e+02	 5.9619e+02
 8.6498e+03	 5.5640e+02	 5.7012e+00	 5.2521e-01	 3.3314e+02	 5.9876e+02
 1.2975e+04	 5.5640e+02	 5.5550e+00	 6.5105e-01	 3.3315e+02	 6.0137e+02
 1.9462e+04	 5.5640e+02	 5.3550e+00	 7.7672e-01	 3.3314e+02	 6.0394e+02
 2.9193e+04	 5.5640e+02	 5.0982e+00	 8.7802e-01	 3.3314e+02	 6.0648e+02
 4.3789e+04	 5.5640e+02	 4.8001e+00	 9.2694e-01	 3.3315e+02	 6.0894e+02
 6.5684e+04	 5.5640e+02	 4.5017e+00	 9.0777e-01	 3.3315e+02	 6.1137e+02
 9.8526e+04	 5.5640e+02	 4.2241e+00	 8.2538e-01	 3.3314e+02	 6.1398e+02
 1.4779e+05	 5.5640e+02	 4.0015e+00	 7.0759e-01	 3.3315e+02	 6.1644e+02
 2.2168e+05	 5.5640e+02	 3.8383e+00	 5.8553e-01	 3.3314e+02	 6.1925e+02
 3.3253e+05	 5.5640e+02	 3.7114e+00	 4.8045e-01	 3.3314e+02	 6.2169e+02
 4.9879e+05	 5.5640e+02	-5.7230e-01	 4.7059e+01	 3.3314e+02	 6.2436e+02
 7.4818e+05	 5.5640e+02	 3.6080e+00	 2.5037e-01	 3.3315e+02	 6.3080e+02
 9.0000e+05	 5.5640e+02	 3.5837e+00	 2.1720e-01	 3.3314e+02	 6.3862e+02
 1.0000e+02	 6.3590e+02	 6.0783e+00	 4.8705e-02	 3.3315e+02	 6.4645e+02
 1.5000e+02	 6.3590e+02	 6.0676e+00	 5.5855e-02	 3.3315e+02	 6.4908e+02
 2.2500e+02	 6.3590e+02	 6.0569e+00	 6.5829e-02	 3.3315e+02	 6.5156e+02
 3.3750e+02	 6.3590e+02	 6.0439e+00	 7.9165e-02	 3.3314e+02	 6.5422e+02
 5.0625e+02	 6.3590e+02	 6.0285e+00	 9.6789e-02	 3.3314e+02	 6.5669e+02
 7.5938e+02	 6.3590e+02	 6.0101e+00	 1.2061e-01	 3.3314e+02	 6.5925e+02
 1.1391e+03	 6.3590e+02	 5.9872e+00	 1.5214e-01	 3.3314e+02	 6.6431e+02
 1.7086e+03	 6.3590e+02	 5.9581e+00	 1.9401e-01	 3.3314e+02	 6.6675e+02
 2.5629e+03	 6.3590e+02	 5.9194e+00	 2.4891e-01	 3.3313e+02	 6.6937e+02
 3.8443e+03	 6.3590e+02	 5.8678e+00	 3.2016e-01	 3.3314e+02	 6.7181e+02
 5.7665e+03	 6.3590e+02	 5.7956e+00	 4.1019e-01	 3.3313e+02	 6.7431e+02
 8.6498e+03	 6.3590e+02	 5.6937e+00	 5.1994e-01	 3.3313e+02	 6.7687e+02
 1.2975e+04	 6.3590e+02	 5.5494e+00	 6.4409e-01	 3.3313e+02	 6.7931e+02
 1.9462e+04	 6.3590e+02	 5.3524e+00	 7.6919e-01	 3.3313e+02	 6.8194e+02
 2.9193e+04	 6.3590e+02	 5.0987e+00	 8.7094e-01	 3.3313e+02	 6.8450e+02
 4.3789e+04	 6.3590e+02	 4.8026e+00	 9.2164e-01	 3.3313e+02	 6.8694e+02
 6.5684e+04	 6.3590e+02	 4.5053e+00	 9.0451e-01	 3.3314e+02	 6.8956e+02
 9.8526e+04	 6.3590e+02	 4.2283e+00	 8.2403e-01	 3.3314e+02	 6.9212e+02
 1.4779e+05	 6.3590e+02	 4.0057e+00	 7.0815e-01	 3.3314e+02	 6.9487e+02
 2.2168e+05	 6.3590e+02	 3.8418e+00	 5.8809e-01	 3.3314e+02	 6.9744e+02
 3.3253e+05	 6.3590e+02	 3.7136e+00	 4.8448e-01	 3.3314e+02	 7.0019e+02
 4.9879e+05	 6.3590e+02	-6.3861e-01	 4.7068e+01	 3.3314e+02	 7.0292e+02
 7.4818e+05	 6.3590e+02	 3.6063e+00	 2.5503e-01	 3.3315e+02	 7.0953e+02
 9.0000e+05	 6.3590e+02	 3.5806e+00	 2.2503e-01	 3.3315e+02	 7.1737e+02
 1.0000e+02	 7.1470e+02	 6.0737e+00	 4.9590e-02	 3.3315e+02	 7.2569e+02
 1.5000e+02	 7.1470e+02	 6.0637e+00	 5.7699e-02	 3.3315e+02	 7.2820e+02
 2.2500e+02	 7.1470e+02	 6.0519e+00	 6.6883e-02	 3.3315e+02	 7.3091e+02
 3.3750e+02	 7.1470e+02	 6.0384e+00	 8.0135e-02	 3.3314e+02	 7.3362e+02
 5.0625e+02	 7.1470e+02	 6.0223e+00	 9.7968e-02	 3.3314e+02	 7.3626e+02
 7.5938e+02	 7.1470e+02	 6.0036e+00	 1.2176e-01	 3.3314e+02	 7.3881e+02
 1.1391e+03	 7.1470e+02	 5.9802e+00	 1.5324e-01	 3.3314e+02	 7.4387e+02
 1.7086e+03	 7.1470e+02	 5.9502e+00	 1.9429e-01	 3.3314e+02	 7.4631e+02
 2.5629e+03	 7.1470e+02	 5.9120e+00	 2.4855e-01	 3.3314e+02	 7.4894e+02
 3.8443e+03	 7.1470e+02	 5.8600e+00	 3.1854e-01	 3.3314e+02	 7.5137e+02
 5.7665e+03	 7.1470e+02	 5.7884e+00	 4.0758e-01	 3.3314e+02	 7.5381e+02
