PEI 25 kg/mol, 2 mg/ml from Ethanol on B 10 x 15 mm + H 1x1 mm, 70 nm, 30 µm, 50°C Desorption, 12.5.2026, 15:30
Diameter[mm] 1.128e+00  Thickness[mm] 2.000e-04  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) : 
 Freq. [Hz]	 Time  [s]	 Eps'   	 Eps''  	M Temp [K]	M Time M[s]
 1.2975e+04	 3.0390e+02	 1.5274e+00	 3.3913e-02	 3.2315e+02	 3.5443e+02
 1.9462e+04	 3.0390e+02	 1.5177e+00	 3.3772e-02	 3.2316e+02	 3.5707e+02
 2.9193e+04	 3.0390e+02	 1.5077e+00	 3.2381e-02	 3.2316e+02	 3.5975e+02
 4.3789e+04	 3.0390e+02	 1.4988e+00	 2.9766e-02	 3.2316e+02	 3.6218e+02
 6.5684e+04	 3.0390e+02	 1.4912e+00	 2.6484e-02	 3.2316e+02	 3.6487e+02
 9.8526e+04	 3.0390e+02	 1.4848e+00	 2.3361e-02	 3.2316e+02	 3.6731e+02
 1.4779e+05	 3.0390e+02	 1.4795e+00	 2.0685e-02	 3.2315e+02	 3.6984e+02
 2.2168e+05	 3.0390e+02	 1.4753e+00	 1.8515e-02	 3.2316e+02	 3.7256e+02
 3.3253e+05	 3.0390e+02	 1.4715e+00	 1.6716e-02	 3.2316e+02	 3.7500e+02
 4.9879e+05	 3.0390e+02	 1.4667e+00	 1.6514e-02	 3.2316e+02	 3.7762e+02
 7.4818e+05	 3.0390e+02	 1.4632e+00	 1.5829e-02	 3.2316e+02	 3.8006e+02
 9.0000e+05	 3.0390e+02	 1.4622e+00	 1.5487e-02	 3.2316e+02	 3.8286e+02
 1.0000e+02	 3.8010e+02	 1.6120e+00	 1.8468e-02	 3.2316e+02	 3.9203e+02
 1.5000e+02	 3.8010e+02	 1.6077e+00	 2.0870e-02	 3.2316e+02	 3.9459e+02
 2.2500e+02	 3.8010e+02	 1.6021e+00	 2.2658e-02	 3.2315e+02	 3.9987e+02
 3.3750e+02	 3.8010e+02	 1.5958e+00	 2.4844e-02	 3.2315e+02	 4.0232e+02
 5.0625e+02	 3.8010e+02	 1.5889e+00	 2.6968e-02	 3.2315e+02	 4.0482e+02
 7.5938e+02	 3.8010e+02	 1.5811e+00	 2.8740e-02	 3.2314e+02	 4.0750e+02
 1.1391e+03	 3.8010e+02	 1.5731e+00	 3.0173e-02	 3.2313e+02	 4.1281e+02
 1.7086e+03	 3.8010e+02	 1.5651e+00	 3.1145e-02	 3.2312e+02	 4.1526e+02
 2.5629e+03	 3.8010e+02	 1.5567e+00	 3.1927e-02	 3.2313e+02	 4.2031e+02
 3.8443e+03	 3.8010e+02	 1.5485e+00	 3.2783e-02	 3.2313e+02	 4.2281e+02
 5.7665e+03	 3.8010e+02	 1.5456e+00	 3.1596e-02	 3.2313e+02	 4.2556e+02
 8.6498e+03	 3.8010e+02	 1.5368e+00	 3.2851e-02	 3.2312e+02	 4.2800e+02
 1.2975e+04	 3.8010e+02	 1.5274e+00	 3.3705e-02	 3.2313e+02	 4.3043e+02
 1.9462e+04	 3.8010e+02	 1.5178e+00	 3.3651e-02	 3.2312e+02	 4.3307e+02
 2.9193e+04	 3.8010e+02	 1.5077e+00	 3.2320e-02	 3.2312e+02	 4.3556e+02
 4.3789e+04	 3.8010e+02	 1.4986e+00	 2.9716e-02	 3.2312e+02	 4.3804e+02
 6.5684e+04	 3.8010e+02	 1.4904e+00	 2.6598e-02	 3.2312e+02	 4.4050e+02
