PEI 25 kg/mol, 2 mg/ml from Ethanol on B 10 x 15 mm + H 1x1 mm, 70 nm, 30 µm, Absorption, 7.5.2026, 13:39
Diameter[mm] 1.128e+00  Thickness[mm] 2.000e-04  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) : 
 Freq. [Hz]	 Time  [s]	 Eps'   	 Eps''  	M Temp [K]	M Time M[s]
 5.0625e+02	 4.0250e+02	 1.3968e+00	 3.1434e-02	 3.6316e+02	 4.2283e+02
 7.5938e+02	 4.0250e+02	 1.3930e+00	 2.3477e-02	 3.6315e+02	 4.2563e+02
 1.1391e+03	 4.0250e+02	 1.3890e+00	 2.0379e-02	 3.6315e+02	 4.2806e+02
 1.7086e+03	 4.0250e+02	 1.3733e+00	 1.4223e-02	 3.6316e+02	 4.3074e+02
 2.5629e+03	 4.0250e+02	 1.3688e+00	 1.3466e-02	 3.6315e+02	 4.3331e+02
 3.8443e+03	 4.0250e+02	 1.3651e+00	 1.3471e-02	 3.6315e+02	 4.3591e+02
 5.7665e+03	 4.0250e+02	 1.3616e+00	 1.4034e-02	 3.6315e+02	 4.3856e+02
 8.6498e+03	 4.0250e+02	 1.3580e+00	 1.4966e-02	 3.6315e+02	 4.4100e+02
 1.2975e+04	 4.0250e+02	 1.3544e+00	 1.6474e-02	 3.6314e+02	 4.4350e+02
 1.9462e+04	 4.0250e+02	 1.3504e+00	 1.8835e-02	 3.6315e+02	 4.4594e+02
 2.9193e+04	 4.0250e+02	 1.3463e+00	 2.2220e-02	 3.6314e+02	 4.4886e+02
 4.3789e+04	 4.0250e+02	 1.3413e+00	 2.6919e-02	 3.6315e+02	 4.5131e+02
 6.5684e+04	 4.0250e+02	 1.3349e+00	 3.3051e-02	 3.6314e+02	 4.5381e+02
 9.8526e+04	 4.0250e+02	 1.3260e+00	 4.0733e-02	 3.6314e+02	 4.5631e+02
 1.4779e+05	 4.0250e+02	 1.3137e+00	 4.8970e-02	 3.6314e+02	 4.5875e+02
 2.2168e+05	 4.0250e+02	 1.2970e+00	 5.5940e-02	 3.6314e+02	 4.6158e+02
 3.3253e+05	 4.0250e+02	 1.2779e+00	 5.9341e-02	 3.6314e+02	 4.6419e+02
 4.9879e+05	 4.0250e+02	 1.2575e+00	 5.7572e-02	 3.6313e+02	 4.6691e+02
 7.4818e+05	 4.0250e+02	 1.2403e+00	 5.1994e-02	 3.6314e+02	 4.6938e+02
 9.0000e+05	 4.0250e+02	 1.2340e+00	 4.8673e-02	 3.6314e+02	 4.7217e+02
 1.0000e+02	 4.6950e+02	 1.3860e+00	 3.1593e-02	 3.6312e+02	 4.7985e+02
 1.5000e+02	 4.6950e+02	 1.3823e+00	 2.6965e-02	 3.6312e+02	 4.8220e+02
 2.2500e+02	 4.6950e+02	 1.3795e+00	 2.2408e-02	 3.6312e+02	 4.8486e+02
 3.3750e+02	 4.6950e+02	 1.3758e+00	 1.8202e-02	 3.6312e+02	 4.8733e+02
 5.0625e+02	 4.6950e+02	 1.3727e+00	 1.5878e-02	 3.6313e+02	 4.8983e+02
 7.5938e+02	 4.6950e+02	 1.3696e+00	 1.4320e-02	 3.6312e+02	 4.9244e+02
 1.1391e+03	 4.6950e+02	 1.3665e+00	 1.3323e-02	 3.6312e+02	 4.9488e+02
 1.7086e+03	 4.6950e+02	 1.3632e+00	 1.2741e-02	 3.6312e+02	 4.9766e+02
 2.5629e+03	 4.6950e+02	 1.3607e+00	 1.2851e-02	 3.6312e+02	 5.0025e+02
 3.8443e+03	 4.6950e+02	 1.3578e+00	 1.2909e-02	 3.6313e+02	 5.0291e+02
 5.7665e+03	 4.6950e+02	 1.3552e+00	 1.3437e-02	 3.6312e+02	 5.0544e+02
 8.6498e+03	 4.6950e+02	 1.3523e+00	 1.4436e-02	 3.6312e+02	 5.0800e+02
 1.2975e+04	 4.6950e+02	 1.3492e+00	 1.6009e-02	 3.6312e+02	 5.1056e+02
 1.9462e+04	 4.6950e+02	 1.3457e+00	 1.8258e-02	 3.6313e+02	 5.1300e+02
 2.9193e+04	 4.6950e+02	 1.3421e+00	 2.1462e-02	 3.6313e+02	 5.1569e+02
 4.3789e+04	 4.6950e+02	 1.3373e+00	 2.5810e-02	 3.6313e+02	 5.1813e+02
 6.5684e+04	 4.6950e+02	 1.3313e+00	 3.1448e-02	 3.6314e+02	 5.2056e+02
 9.8526e+04	 4.6950e+02	 1.3230e+00	 3.8508e-02	 3.6314e+02	 5.2331e+02
 1.4779e+05	 4.6950e+02	 1.3115e+00	 4.6232e-02	 3.6314e+02	 5.2575e+02
 2.2168e+05	 4.6950e+02	 1.2962e+00	 5.3094e-02	 3.6314e+02	 5.2844e+02
 3.3253e+05	 4.6950e+02	 1.2780e+00	 5.6770e-02	 3.6314e+02	 5.3113e+02
 4.9879e+05	 4.6950e+02	 1.2585e+00	 5.6061e-02	 3.6314e+02	 5.3388e+02
 7.4818e+05	 4.6950e+02	 1.2414e+00	 5.1420e-02	 3.6314e+02	 5.3645e+02
 9.0000e+05	 4.6950e+02	 1.2350e+00	 4.8398e-02	 3.6314e+02	 5.3925e+02
 1.0000e+02	 5.3660e+02	 1.3850e+00	 4.1091e-02	 3.6314e+02	 5.4725e+02
 1.5000e+02	 5.3660e+02	 1.3813e+00	 2.8861e-02	 3.6314e+02	 5.4983e+02
 2.2500e+02	 5.3660e+02	 1.3785e+00	 2.2804e-02	 3.6314e+02	 5.5245e+02
 3.3750e+02	 5.3660e+02	 1.3749e+00	 1.8578e-02	 3.6315e+02	 5.5533e+02
 5.0625e+02	 5.3660e+02	 1.3714e+00	 1.6588e-02	 3.6315e+02	 5.5789e+02
 7.5938e+02	 5.3660e+02	 1.3681e+00	 1.5664e-02	 3.6315e+02	 5.6063e+02
 1.1391e+03	 5.3660e+02	 1.3648e+00	 1.5046e-02	 3.6316e+02	 5.6313e+02
 1.7086e+03	 5.3660e+02	 1.3611e+00	 1.4125e-02	 3.6315e+02	 5.6588e+02
 2.5629e+03	 5.3660e+02	 1.3584e+00	 1.3275e-02	 3.6316e+02	 5.6844e+02
 3.8443e+03	 5.3660e+02	 1.3554e+00	 1.3088e-02	 3.6315e+02	 5.7117e+02
 5.7665e+03	 5.3660e+02	 1.3525e+00	 1.3708e-02	 3.6316e+02	 5.7363e+02
 8.6498e+03	 5.3660e+02	 1.3494e+00	 1.4742e-02	 3.6316e+02	 5.7606e+02
 1.2975e+04	 5.3660e+02	 1.3462e+00	 1.6365e-02	 3.6316e+02	 5.7863e+02
 1.9462e+04	 5.3660e+02	 1.3425e+00	 1.8613e-02	 3.6315e+02	 5.8106e+02
 2.9193e+04	 5.3660e+02	 1.3386e+00	 2.1632e-02	 3.6315e+02	 5.8391e+02
 4.3789e+04	 5.3660e+02	 1.3338e+00	 2.5810e-02	 3.6315e+02	 5.8638e+02
 6.5684e+04	 5.3660e+02	 1.3276e+00	 3.1068e-02	 3.6316e+02	 5.8881e+02
 9.8526e+04	 5.3660e+02	 1.3194e+00	 3.7671e-02	 3.6315e+02	 5.9145e+02
 1.4779e+05	 5.3660e+02	 1.3083e+00	 4.4876e-02	 3.6315e+02	 5.9394e+02
 2.2168e+05	 5.3660e+02	 1.2937e+00	 5.1440e-02	 3.6315e+02	 5.9670e+02
 3.3253e+05	 5.3660e+02	 1.2763e+00	 5.5310e-02	 3.6316e+02	 5.9931e+02
 4.9879e+05	 5.3660e+02	 1.2573e+00	 5.4901e-02	 3.6316e+02	 6.0213e+02
 7.4818e+05	 5.3660e+02	 1.2404e+00	 5.0652e-02	 3.6316e+02	 6.0456e+02
 9.0000e+05	 5.3660e+02	 1.2341e+00	 4.7971e-02	 3.6315e+02	 6.0736e+02
 1.0000e+02	 6.0470e+02	 1.3828e+00	 3.7970e-02	 3.6315e+02	 6.1508e+02
 1.5000e+02	 6.0470e+02	 1.3807e+00	 3.6235e-02	 3.6316e+02	 6.1745e+02
 2.2500e+02	 6.0470e+02	 1.3763e+00	 2.1670e-02	 3.6316e+02	 6.2039e+02
 3.3750e+02	 6.0470e+02	 1.3730e+00	 2.3113e-02	 3.6316e+02	 6.2289e+02
 5.0625e+02	 6.0470e+02	 1.3688e+00	 1.8078e-02	 3.6316e+02	 6.2558e+02
 7.5938e+02	 6.0470e+02	 1.3654e+00	 1.5212e-02	 3.6316e+02	 6.2819e+02
 1.1391e+03	 6.0470e+02	 1.3624e+00	 1.4253e-02	 3.6316e+02	 6.3088e+02
 1.7086e+03	 6.0470e+02	 1.3590e+00	 1.2919e-02	 3.6316e+02	 6.3331e+02
 2.5629e+03	 6.0470e+02	 1.3562e+00	 1.2837e-02	 3.6315e+02	 6.3589e+02
 3.8443e+03	 6.0470e+02	 1.3532e+00	 1.3427e-02	 3.6316e+02	 6.3856e+02
 5.7665e+03	 6.0470e+02	 1.3503e+00	 1.4149e-02	 3.6315e+02	 6.4100e+02
 8.6498e+03	 6.0470e+02	 1.3471e+00	 1.5217e-02	 3.6316e+02	 6.4356e+02
 1.2975e+04	 6.0470e+02	 1.3437e+00	 1.6845e-02	 3.6316e+02	 6.4600e+02
 1.9462e+04	 6.0470e+02	 1.3398e+00	 1.8986e-02	 3.6316e+02	 6.4850e+02
 2.9193e+04	 6.0470e+02	 1.3358e+00	 2.1983e-02	 3.6316e+02	 6.5113e+02
 4.3789e+04	 6.0470e+02	 1.3307e+00	 2.5976e-02	 3.6317e+02	 6.5363e+02
 6.5684e+04	 6.0470e+02	 1.3245e+00	 3.0999e-02	 3.6316e+02	 6.5641e+02
 9.8526e+04	 6.0470e+02	 1.3163e+00	 3.7143e-02	 3.6316e+02	 6.5894e+02
 1.4779e+05	 6.0470e+02	 1.3055e+00	 4.3937e-02	 3.6316e+02	 6.6138e+02
 2.2168e+05	 6.0470e+02	 1.2914e+00	 5.0181e-02	 3.6316e+02	 6.6406e+02
 3.3253e+05	 6.0470e+02	 1.2746e+00	 5.3987e-02	 3.6315e+02	 6.6669e+02
 4.9879e+05	 6.0470e+02	 1.2558e+00	 5.3812e-02	 3.6316e+02	 6.6938e+02
 7.4818e+05	 6.0470e+02	 1.2395e+00	 5.0036e-02	 3.6316e+02	 6.7200e+02
 9.0000e+05	 6.0470e+02	 1.2332e+00	 4.7507e-02	 3.6316e+02	 6.7469e+02
 1.0000e+02	 6.7200e+02	 1.3819e+00	 7.4497e-02	 3.6316e+02	 6.8241e+02
 1.5000e+02	 6.7200e+02	 1.3786e+00	 3.7702e-02	 3.6316e+02	 6.8477e+02
 2.2500e+02	 6.7200e+02	 1.3749e+00	 2.7935e-02	 3.6316e+02	 6.8739e+02
