Time_Relative_s,Fit_Success,Direction,Run_Label,Target_der_m,Der_m_Bound_Half_Width,RMSE_Log,R2,At_Bounds,Bounds_Hit_Count,Sequential_Bounds,Sequential_Bounds_Hit_Count,Fixed_der_m,Accepted,height,alpha,alpha_beta,omega_p,der_A,der_m,beta,de,tau_hn,Error
-359.475,True,backward,final_local_der_m_bounds,0.3132454876254582,0.01,0.4069188991376878,0.819107981875361,True,2.0,True,3.0,,True,0.8533458185629573,0.999999999,0.999999999,721281.5663494727,0.0139281954299666,0.3032454886254582,1.0,1.0865136479414188,1.3864211240849643e-06,
-351.39500000000004,True,backward,final_local_der_m_bounds,0.3132454876254582,0.01,0.4063256769398883,0.8196479554003011,True,2.0,True,3.0,,True,0.8533458185629573,0.999999999,0.999999999,721281.5663494727,0.0139281954299666,0.3032454886254582,1.0,1.0865136479414188,1.3864211240849643e-06,
-348.96500000000003,True,backward,final_local_der_m_bounds,0.3132454876254582,0.01,0.4060930764994597,0.819861610060769,True,2.0,True,3.0,,True,0.8533458185629573,0.9999999999992476,0.9999999999994864,721281.5663494727,0.0139281954299666,0.3032454876268991,1.000000000000239,1.0865136451525168,1.3864211240847043e-06,
-346.105,True,backward,final_local_der_m_bounds,0.3132454876254582,0.01,0.4062445474233812,0.8197102996833548,True,2.0,True,3.0,,True,0.8534860820503594,0.9999999996504644,0.999999999319364,721505.6699491091,0.0139299620757213,0.3032454876820827,0.9999999996688996,1.086692235381442,1.3859904944760583e-06,
-343.52500000000003,True,backward,final_local_der_m_bounds,0.3132454876254582,0.01,0.406325684897661,0.8196319367965281,True,2.0,True,3.0,,True,0.8533947582638781,0.999999999,0.999999999,721505.6705278608,0.01393199051733,0.3032454886254582,1.0,1.0865759599055127,1.3859904930038731e-06,
-340.77500000000003,True,backward,final_local_der_m_bounds,0.3132454876254582,0.01,0.4064251320697498,0.8195392483839035,True,2.0,True,3.0,,True,0.8533947582638781,0.9999999998985404,0.9999999996943566,721505.6705278608,0.01393199051733,0.3032454876391665,0.9999999997958162,1.0865759575416862,1.3859904932261384e-06,
-338.225,True,backward,final_local_der_m_bounds,0.3132454876254582,0.01,0.4065224119622336,0.819449634025846,True,2.0,True,3.0,,True,0.8530302185605292,0.999999999,0.999999999,721505.6712469012,0.0139353074693275,0.3032454886254582,1.0,1.0861118135368428,1.3859904916226186e-06,
-333.105,True,backward,final_local_der_m_bounds,0.3132454876254582,0.01,0.4067175211147302,0.8192698884219941,True,2.0,True,3.0,,True,0.8530302185605292,0.99999999967094,0.999999999336704,721505.6712469012,0.0139353074693275,0.303245487676782,0.999999999665764,1.0861118119011397,1.3859904919864523e-06,
-330.285,True,backward,final_local_der_m_bounds,0.3132454876254582,0.01,0.4068156142341478,0.8191783109391015,True,2.0,True,3.0,,True,0.8529254189505736,0.999999999999924,0.999999999999938,721505.6705695748,0.0139364613916251,0.3032454876254682,1.000000000000014,1.0859783757384476,1.3859904929237269e-06,
-327.725,True,backward,final_local_der_m_bounds,0.3132454876254582,0.01,0.406899975169216,0.8190996335286114,True,2.0,True,3.0,,True,0.8525731575857464,0.999999999999396,0.9999999999997154,721440.0894926987,0.0139380043018931,0.3032454876261228,1.0000000000003193,1.0855298626371717,1.3861164836333504e-06,
