Source_File,Material,Temperature,Mode,Interpolated_Spectrum_ID,Time_Relative_s,First_Freq_Hz,Comparison_Freq_Hz,First_Eps_real,Comparison_Eps_real,Eps_real_Step_Height
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,23,-360.56,100.0,332530.0,6.2475504958981265,3.7520032917826454,2.495547204115481
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,24,-352.42,100.0,332530.0,6.2477,3.7520525475009077,2.4956474524990924
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,25,-349.90999999999997,100.0,332530.0,6.247739551515152,3.752067735689217,2.495671815825935
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,26,-347.2,100.0,332530.0,6.247782254545455,3.752084134091734,2.4956981204537207
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,27,-344.61,100.0,332530.0,6.247823066666666,3.752099806365727,2.4957232603009394
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,28,-341.86,100.0,332530.0,6.2478664,3.7521164468110855,2.495749953188915
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,29,-339.25,100.0,332530.0,6.247907527272727,3.752132240106499,2.495775287166228
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,30,-334.19,100.0,332530.0,6.2479872606060605,3.752162858525959,2.4958244020801015
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,31,-331.69,100.0,332530.0,6.248026654545455,3.752177986203558,2.4958486683418966
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,32,-328.94,100.0,332530.0,6.248069987878788,3.752194626648917,2.4958753612298707
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,33,-326.44,100.0,332530.0,6.248109381818182,3.752209754326516,2.495899627491666
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,34,-323.69,100.0,332530.0,6.248152715151515,3.7522263947718746,2.4959263203796405
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,35,-321.13,100.0,332530.0,6.248193054545454,3.7522418855137363,2.4959511690317178
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,36,-318.44,100.0,332530.0,6.248235442424242,3.7522581628948326,2.4959772795294097
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,37,-316.0,100.0,332530.0,6.248273890909091,3.752272927508169,2.4960009634009217
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,38,-313.19,100.0,332530.0,6.24831816969697,3.75228993101779,2.4960282386791794
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,39,-310.75,100.0,332530.0,6.248356618181818,3.752304695631127,2.496051922550691
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,40,-308.25,100.0,332530.0,6.248396012121212,3.7523198233087256,2.4960761888124865
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,41,-305.5,100.0,332530.0,6.248439345454545,3.7523364637540846,2.4961028817004607
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,42,-300.19,100.0,332530.0,6.248523018181818,3.752368594941305,2.4961544232405135
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,43,-297.75,100.0,332530.0,6.248561466666667,3.752383359554641,2.4961781071120255
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,44,-295.0,100.0,332530.0,6.2486048,3.7524,2.4962047999999997
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,45,-292.33,100.0,332530.0,6.248646872727273,3.752412936046512,2.4962339366807607
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,46,-285.65999999999997,100.0,332530.0,6.248751975757576,3.7524452519379845,2.496306723819591
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,47,-277.75,100.0,332530.0,6.248876618181818,3.7524835755813957,2.496393042600422
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,48,-269.91999999999996,100.0,332530.0,6.249,3.752521511627907,2.4964784883720927
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,49,-267.24,100.0,332530.0,6.249022648798744,3.752534496124031,2.4964881526747127
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,50,-264.74,100.0,332530.0,6.249043776409513,3.752546608527132,2.496497167882381
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,51,-262.11,100.0,332530.0,6.2490660026560425,3.752559350775194,2.4965066518808485
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,52,-259.63,100.0,332530.0,6.249086961245925,3.75257136627907,2.496515594966855
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,53,-257.0,100.0,332530.0,6.249109187492454,3.752584108527132,2.4965250789653224
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,54,-251.67,100.0,332530.0,6.249154231558614,3.7526099321705426,2.4965442993880713
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,55,-249.0,100.0,332530.0,6.249176795846915,3.7526228682170544,2.4965539276298605
PEI5mgmL_90°C_Abs.TXT,PEI5mgmL,90°C,Abs,56,-246.14,100.0,332530.0,6.2492009658336345,3.7526367248062016,2.496564241027433
