Time_Relative_s,Fit_Success,Direction,Run_Label,Target_der_m,Der_m_Bound_Half_Width,RMSE_Log,R2,At_Bounds,Bounds_Hit_Count,Sequential_Bounds,Sequential_Bounds_Hit_Count,Fixed_der_m,Accepted,height,alpha,alpha_beta,omega_p,der_A,der_m,beta,de,tau_hn
-337.34,True,backward,final_local_der_m_bounds,0.09607811880077417,0.01,0.02830411018039983,0.9987522808574396,False,0,True,0,,True,0.9663396127262598,0.7932641731945594,0.7509411838117869,142094.23950667848,0.042386656104750335,0.08931439515866373,0.9466470429235025,2.1050959425947844,7.47229112183023e-06
-330.37,True,backward,final_local_der_m_bounds,0.09627458557969779,0.01,0.027887987205940427,0.9987826652616468,False,0,True,1,,True,0.9669075054952465,0.7956566450200452,0.7468944791630132,141937.76839932203,0.043891801012116614,0.0862745857286483,0.9387145621641814,2.1037955607527015,7.547599991035539e-06
-327.89,True,backward,final_local_der_m_bounds,0.09647105235862141,0.01,0.02781532243500268,0.998786937518594,False,0,True,1,,True,0.9669586552554587,0.7961225149628017,0.7483655966255672,141929.89345471698,0.04407260278378739,0.0864710523590213,0.9400131042149136,2.1000665447048688,7.5362738526816665e-06
-325.39,True,backward,final_local_der_m_bounds,0.09682267786358834,0.01,0.02779995794646241,0.998788663533149,False,0,True,1,,True,0.9668407337473844,0.7958633242825555,0.7489152557802368,141936.17989067393,0.043916885339609794,0.08682267790169342,0.941009885655127,2.099917390351041,7.527468234030496e-06
-322.72,True,backward,final_local_der_m_bounds,0.09717430336855525,0.01,0.027813271566823516,0.9987880473569873,False,0,True,1,,True,0.9667618096841493,0.7955944178026814,0.7494165771753116,141948.83769321165,0.04374967827579823,0.08717430343948712,0.9419580635634595,2.0999604344320364,7.5187676965192494e-06
-320.27,True,backward,final_local_der_m_bounds,0.09756136328998444,0.01,0.027865153570701573,0.9987840724695097,False,0,True,1,,True,0.9666602609309374,0.7952960755821854,0.7500009509360371,141959.23057941132,0.04357002479819503,0.08756145568081346,0.9430462112955975,2.099937814684372,7.509007120477061e-06
-317.61,True,backward,final_local_der_m_bounds,0.09794842321141362,0.01,0.02793092184949533,0.9987789439515153,False,0,True,1,,True,0.9665428899166937,0.7949732263634269,0.7505363220327657,141970.42334035327,0.04338191968027033,0.08794842323240921,0.9441026403694925,2.1000420288586406,7.499512503326962e-06
-315.16,True,backward,final_local_der_m_bounds,0.09830874518136695,0.01,0.027994474508680898,0.9987739431014795,False,0,True,1,,True,0.9664550994506677,0.7946810397331228,0.7510813282097707,141984.07149464887,0.04321127766412018,0.0883087451932247,0.9451355835317348,2.1000888100539847,7.490080683515818e-06
-312.58,True,backward,final_local_der_m_bounds,0.09866906715132027,0.01,0.02806504286353186,0.9987683459430186,False,0,True,1,,True,0.9663486589150915,0.7943774448892533,0.7515644075356862,141994.32518881615,0.04303511483756903,0.08866924746830573,0.9461049182236841,2.1002283047868646,7.481398292603938e-06
-309.91,True,backward,final_local_der_m_bounds,0.0990840173063233,0.01,0.02813352899931545,0.9987629553484206,False,0,True,1,,True,0.9662388885083988,0.7940633927520337,0.7521730466248762,142004.65841818528,0.04284436616961745,0.08908409060834874,0.9472455895719161,2.1002149337696747,7.471254133857219e-06
-307.41,True,backward,final_local_der_m_bounds,0.0994989674613263,0.01,0.028200854165058138,0.9987576176309,False,0,True,1,,True,0.9661198331246313,0.7937280387402257,0.7528245815379625,142026.2125665697,0.04265499831520245,0.08949896767897933,0.9484666596039828,2.100196431619184,7.459860513044238e-06
-304.93999999999994,True,backward,final_local_der_m_bounds,0.09987642405391645,0.01,0.02826888705927627,0.9987522046129225,False,0,True,1,,True,0.9660058712661977,0.7934363415131942,0.7533362277981298,142031.19146212336,0.04247908195634839,0.08987643128548935,0.949460200375259,2.100240076071436,7.451276401696186e-06
-302.03,True,backward,final_local_der_m_bounds,0.1002538806465066,0.01,0.028350491622121898,0.9987456895287931,False,0,True,1,,True,0.9658847870782058,0.7931081443131549,0.7537783879015837,142036.32037561233,0.04228952463473424,0.09025388844482063,0.950410600756557,2.1005014811968583,7.443089599663854e-06
-299.16,True,backward,final_local_der_m_bounds,0.10068130316450499,0.01,0.028437493389176553,0.9987386761929252,False,0,True,1,,True,0.9658046714560047,0.7927653067728527,0.7544422795172024,142056.28949608738,0.04209165487867101,0.0906813031792991,0.9516590510101235,2.100582039222485,7.431597014529616e-06
-296.53,True,backward,final_local_der_m_bounds,0.10110872568250337,0.01,0.028522278132948435,0.998731788150385,False,0,True,1,,True,0.9656866708884976,0.7924401118486898,0.7550862032871353,142067.00724697986,0.04189987270157942,0.09110872568251975,0.9528621683796252,2.100548537974939,7.4209826164987265e-06
-293.97,True,backward,final_local_der_m_bounds,0.1015129602652394,0.01,0.02860638360887134,0.9987249303622494,False,0,True,1,,True,0.9655547720889561,0.7921040192707642,0.7556880703880425,142083.6175548713,0.04171382536555658,0.09151307708456502,0.9540263046307386,2.1005870400483415,7.4104167046026435e-06
-291.53,True,backward,final_local_der_m_bounds,0.10191719484797541,0.01,0.028689111787698313,0.9987181528139749,False,0,True,1,,True,0.9654661906453549,0.7918132642598851,0.7562811204618057,142095.44887061717,0.04153561898499944,0.09191719485606138,0.9551256017019473,2.100572376729489,7.4006386004072655e-06
-288.89,True,backward,final_local_der_m_bounds,0.10225978144867048,0.01,0.028776446820965147,0.998711000057665,False,0,True,1,,True,0.9653626808991688,0.7915080013912281,0.7567292426017341,142107.3523253442,0.04136732551463132,0.09225978144973507,0.9560601298680953,2.100789063764403,7.392276855475084e-06
-286.41,True,backward,final_local_der_m_bounds,0.10260236804936557,0.01,0.028858653356825914,0.9987042529491185,False,0,True,1,,True,0.9652910998253994,0.7912148675267306,0.7572148510128045,142122.65947632538,0.04120390168343757,0.09260236804936611,0.9570280869213097,2.1009787731559286,7.38345756740035e-06
-283.62,True,backward,final_local_der_m_bounds,0.1030279267639116,0.01,0.02896040232931636,0.9986958119542098,False,0,True,1,,True,0.9651813123771233,0.7908609010783015,0.757850922230206,142143.39860216816,0.04100870939335776,0.09302792676391163,0.9582607019728906,2.101086979868666,7.372167206193112e-06
-281.03,True,backward,final_local_der_m_bounds,0.10345348547845765,0.01,0.029046707950259047,0.9986886888340842,False,0,True,1,,True,0.9650732710918187,0.7905333198662229,0.7584594453705047,142155.85677556988,0.040819165231110545,0.09345349145837102,0.9594275488588566,2.101146375003476,7.36186391863883e-06
-278.59,True,backward,final_local_der_m_bounds,0.10381340108270762,0.01,0.02912634495025699,0.9986821183007076,False,0,True,1,,True,0.9649500354167306,0.790223244467107,0.7589383008735893,142173.23381522245,0.04065092743870636,0.09381340108541883,0.9604099932360064,2.1012988155394807,7.352863559749979e-06
-275.97,True,backward,final_local_der_m_bounds,0.10417331668695758,0.01,0.02922275665905065,0.998674059316292,False,0,True,1,,True,0.9648286187890872,0.7899070168175458,0.7593805599388356,142185.13777355404,0.040478272802637334,0.09417336762346859,0.9613543667434451,2.101531356429238,7.344480045667988e-06
-268.34,True,backward,final_local_der_m_bounds,0.10458836008043104,0.01,0.02947925768863132,0.998652717702815,False,0,True,1,,True,0.9646326700034887,0.7891894933097885,0.7592880744249256,142203.23609867232,0.04014493323603484,0.09458888466469242,0.9621112303973295,2.103813658131543,7.337566482423938e-06
-260.59,True,backward,final_local_der_m_bounds,0.1050034034739045,0.01,0.029737316948759793,0.9986311053586264,False,0,True,0,,True,0.9643596590394158,0.7883941606916104,0.7598143253741291,142220.94026242406,0.0397277469529622,0.09533380669495709,0.9637493061942393,2.1053197075104957,7.323323291638579e-06
-253.7,True,backward,final_local_der_m_bounds,0.1054691753565253,0.01,0.03011649970261935,0.9985980899262615,False,0,True,0,,True,0.9641323509126737,0.7874688273373995,0.7607944589888087,142270.24087923384,0.039302103194532034,0.09608302609579962,0.9661264453619294,2.106746750656924,7.3013640989363e-06
-251.2,True,backward,final_local_der_m_bounds,0.1059349472391461,0.01,0.030270268349408092,0.9985846265722145,False,0,True,0,,True,0.9640522959285364,0.787085773427967,0.7611897061185309,142307.62372918328,0.03913103268582683,0.09637987990970243,0.9670987989064369,2.1073857221161796,7.291517636314136e-06
-248.47,True,backward,final_local_der_m_bounds,0.10633388493962981,0.01,0.03054790116630386,0.9985604493589567,False,0,True,0,,True,0.9638855762861601,0.786332876374478,0.7623849448783862,142342.3384738231,0.038727733132537724,0.09723543948859331,0.9695447917598106,2.1080271188268127,7.269741862882199e-06
-246.03,True,backward,final_local_der_m_bounds,0.10673282264011354,0.01,0.030789047199504337,0.9985391549083642,False,0,True,0,,True,0.9637114194449897,0.7856564519704119,0.7635401835543715,142381.30531811502,0.0383858209882025,0.09798561547502711,0.9718499499869526,2.108441315627927,7.24894982428449e-06
-243.59,True,backward,final_local_der_m_bounds,0.10709926562958665,0.01,0.03101873824466946,0.998518789969327,False,0,True,0,,True,0.9635440812089723,0.7849834206398157,0.7646681456955001,142433.89527782338,0.038053997039506696,0.09871140612691925,0.9741201222724458,2.1089044024178536,7.227815716434477e-06
-240.97,True,backward,final_local_der_m_bounds,0.10746570861905975,0.01,0.0312857679616852,0.9984948512975346,False,0,True,0,,True,0.9633427167362211,0.7842607534745603,0.7658677321481587,142476.70066154763,0.03769332108556659,0.09950973800633499,0.9765473138303635,2.109378595724373,7.205971142741239e-06
