Source_File,Material,Temperature,Mode,Interpolated_Spectrum_ID,Time_Relative_s,First_Freq_Hz,Comparison_Freq_Hz,First_Eps_real,Comparison_Eps_real,Eps_real_Step_Height
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,23,-337.34,100.0,332530.0,5.9419091254255045,3.4845349245577526,2.457374200867752
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,24,-330.37,100.0,332530.0,5.9419,3.4844714620187305,2.45742853798127
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,25,-327.89,100.0,332530.0,5.941893530716056,3.4844488813735692,2.457444649342487
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,26,-325.39,100.0,332530.0,5.941887009260467,3.484426118626431,2.4574608906340365
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,27,-322.71999999999997,100.0,332530.0,5.941880044345899,3.4844018080124872,2.4574782363334116
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,28,-320.27,100.0,332530.0,5.941873653319421,3.4843795005202916,2.4574941527991294
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,29,-317.60999999999996,100.0,332530.0,5.941866714490675,3.4843552809573364,2.4575114335333383
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,30,-315.15999999999997,100.0,332530.0,5.941860323464198,3.4843329734651407,2.457527349999057
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,31,-312.58,100.0,332530.0,5.94185359332203,3.4843094823100937,2.457544111011936
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,32,-309.90999999999997,100.0,332530.0,5.941846628407461,3.48428517169615,2.457561456711311
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,33,-307.40999999999997,100.0,332530.0,5.941840106951872,3.4842624089490113,2.457577698002861
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,34,-304.93999999999994,100.0,332530.0,5.94183366375375,3.4842399193548386,2.457593744398911
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,35,-302.03,100.0,332530.0,5.9418260727794445,3.48421342351717,2.4576126492622747
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,36,-299.15999999999997,100.0,332530.0,5.941818586148429,3.4841872918834547,2.4576312942649743
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,37,-296.53,100.0,332530.0,5.941811725577149,3.484163345473465,2.457648380103684
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,38,-293.96999999999997,100.0,332530.0,5.941805047606626,3.4841400364203956,2.45766501118623
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,39,-291.53,100.0,332530.0,5.941798682665971,3.4841178199791885,2.4576808626867828
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,40,-288.89,100.0,332530.0,5.94179179600887,3.4840937825182103,2.4576980134906594
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,41,-286.40999999999997,100.0,332530.0,5.941785326724925,3.484071201873049,2.4577141248518757
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,42,-283.62,100.0,332530.0,5.941778048780488,3.4840457986472426,2.4577322501332457
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,43,-281.03,100.0,332530.0,5.941771292552498,3.484022216441207,2.457749076111291
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,44,-278.59,100.0,332530.0,5.941764927611843,3.484,2.4577649276118434
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,45,-275.96999999999997,100.0,332530.0,5.941758093126386,3.4839828331804483,2.4577752599459375
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,46,-268.34,100.0,332530.0,5.941738189643929,3.4839328397326694,2.4578053499112595
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,47,-260.59,100.0,332530.0,5.941717973131603,3.483882060018346,2.457835913113257
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,48,-253.69999999999996,100.0,332530.0,5.9417,3.4838369152142574,2.4578630847857426
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,49,-251.19999999999996,100.0,332530.0,5.941686862848134,3.48382053466125,2.457866328186884
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,50,-248.46999999999997,100.0,332530.0,5.941672517078297,3.4838026470973658,2.4578698699809314
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,51,-246.02999999999997,100.0,332530.0,5.9416596952180765,3.4837866596776306,2.457873035540446
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,52,-243.58999999999997,100.0,332530.0,5.941646873357856,3.4837706722578954,2.4578762010999604
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,53,-240.96999999999997,100.0,332530.0,5.941633105622701,3.4837535054383437,2.4578796001843575
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,54,-238.52999999999997,100.0,332530.0,5.9416202837624805,3.483737518018608,2.4578827657438724
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,55,-235.74999999999997,100.0,332530.0,5.941605675249606,3.4837193028436637,2.457886372405942
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,56,-233.15999999999997,100.0,332530.0,5.941592065160274,3.4837023325907484,2.4578897325695253
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,57,-230.71999999999997,100.0,332530.0,5.941579243300053,3.4836863451710127,2.45789289812904
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,58,-228.15999999999997,100.0,332530.0,5.941565790856543,3.483669571484733,2.4578962193718095
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,59,-225.58999999999997,100.0,332530.0,5.941552285864424,3.4836527322762416,2.4578995535881827
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,60,-222.86999999999998,100.0,332530.0,5.941537992643195,3.4836349102345694,2.457903082408625
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,61,-220.21999999999997,100.0,332530.0,5.941524067262217,3.4836175468483814,2.457906520413836
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,62,-217.46999999999997,100.0,332530.0,5.941509616395166,3.4835995282400734,2.4579100881550926
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,63,-215.02999999999997,100.0,332530.0,5.941496794534944,3.4835835408203377,2.4579132537146067
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,64,-212.35999999999999,100.0,332530.0,5.941482764056753,3.483566046389726,2.4579167176670267
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,65,-209.90999999999997,100.0,332530.0,5.941469889647925,3.4835499934477787,2.457919896200146
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,66,-207.33999999999997,100.0,332530.0,5.941456384655806,3.483533154239287,2.4579232304165193
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,67,-204.71999999999997,100.0,332530.0,5.941442616920652,3.483515987419735,2.457926629500917
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,68,-202.27999999999997,100.0,332530.0,5.941429795060431,3.4835,2.4579297950604313
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,69,-199.61999999999998,100.0,332530.0,5.941415817130846,3.483482603008502,2.4579332141223436
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,70,-191.96999999999997,100.0,332530.0,5.941375617446138,3.4834325703073903,2.4579430471387473
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,71,-184.27999999999997,100.0,332530.0,5.941335207567,3.483382275997384,2.457952931569616
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,72,-177.57999999999998,100.0,332530.0,5.9413,3.4833384565075214,2.4579615434924786
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,73,-174.94999999999996,100.0,332530.0,5.9412896943573665,3.4833212557226947,2.457968438634672
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,74,-172.46999999999997,100.0,332530.0,5.941279976489028,3.483305035971223,2.457974940517805
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,75,-170.02999999999997,100.0,332530.0,5.941270415360502,3.4832890778286463,2.4579813375318555
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,76,-167.52999999999997,100.0,332530.0,5.941260619122257,3.4832727272727273,2.45798789184953
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,77,-164.94999999999996,100.0,332530.0,5.941250509404389,3.483255853499019,2.4579946559053703
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,78,-162.21999999999997,100.0,332530.0,5.941239811912226,3.4832379986919553,2.4580018132202706
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,79,-159.65999999999997,100.0,332530.0,5.941229780564263,3.4832212557226945,2.4580085248415684
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,80,-156.90999999999997,100.0,332530.0,5.941219004702194,3.4832032701111837,2.4580157345910107
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,81,-154.40999999999997,100.0,332530.0,5.94120920846395,3.4831869195552647,2.458022288908685
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,82,-151.65999999999997,100.0,332530.0,5.9411984326018805,3.483168933943754,2.4580294986581266
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,83,-149.08999999999997,100.0,332530.0,5.941188362068965,3.4831521255722695,2.458036236496696
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,84,-146.32999999999998,100.0,332530.0,5.941177547021944,3.483134074558535,2.458043472463409
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,85,-143.71999999999997,100.0,332530.0,5.9411673197492165,3.4831170045781557,2.458050315171061
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,86,-141.11999999999995,100.0,332530.0,5.941157131661442,3.4831,2.4580571316614424
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,87,-138.65999999999997,100.0,332530.0,5.941147492163009,3.483083911052976,2.458063581110033
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,88,-136.08999999999997,100.0,332530.0,5.941137421630094,3.4830671026814914,2.4580703189486024
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,89,-133.46999999999997,100.0,332530.0,5.941127155172413,3.4830499672988884,2.458077187873525
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,90,-130.90999999999997,100.0,332530.0,5.941117123824451,3.483033224329627,2.458083899494824
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,91,-128.35999999999996,100.0,332530.0,5.941107131661442,3.48301654676259,2.4580905848988523
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,92,-125.82999999999998,100.0,332530.0,5.9410972178683386,3.483,2.4580972178683385
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,93,-123.19999999999999,100.0,332530.0,5.941086912225705,3.4829759503592426,2.4581109618664625
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,94,-115.27999999999997,100.0,332530.0,5.941055877742946,3.4829035271064663,2.45815235063648
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,95,-107.77999999999997,100.0,332530.0,5.941026489028213,3.482834944480732,2.4581915445474816
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,96,-101.01999999999998,100.0,332530.0,5.941,3.482773128674069,2.4582268713259308
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,97,-98.46999999999997,100.0,332530.0,5.940990019569472,3.4827498105813195,2.458240208988152
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,98,-96.02999999999997,100.0,332530.0,5.940980469667319,3.48272749836708,2.458252971300239
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,99,-93.19,100.0,332530.0,5.940969354207437,3.482701528412802,2.4582678257946347
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,100,-90.69999999999999,100.0,332530.0,5.940959608610568,3.482678758981058,2.4582808496295097
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,101,-87.86999999999995,100.0,332530.0,5.940948532289628,3.482652880470281,2.458295651819347
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,102,-85.40999999999997,100.0,332530.0,5.940938904109589,3.4826303853690397,2.4583085187405493
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,103,-82.63999999999999,100.0,332530.0,5.940928062622309,3.4826050555192682,2.4583230071030404
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,104,-80.02999999999997,100.0,332530.0,5.940917847358121,3.4825811887655127,2.4583366585926085
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,105,-77.36999999999995,100.0,332530.0,5.940907436399217,3.482556864794252,2.4583505716049654
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,106,-74.90999999999997,100.0,332530.0,5.9408978082191775,3.482534369693011,2.4583634385261663
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,107,-72.33999999999997,100.0,332530.0,5.940887749510763,3.482510868713259,2.4583768807975037
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,108,-69.90999999999997,100.0,332530.0,5.940878238747554,3.482488647942521,2.458389590805033
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,109,-67.33999999999997,100.0,332530.0,5.940868180039138,3.4824651469627694,2.458403033076369
PEI5mgmL_50°C_Des.TXT,PEI5mgmL,50°C,Des,110,-64.60999999999996,100.0,332530.0,5.940857495107632,3.482440182887002,2.4584173122206296
