Time_Relative_s,der_m,der_m_smooth
-336.69,-0.097604870250361,-0.0972982148930278
-332.76,-0.0989570508999442,-0.0967502524511981
-330.3,-0.0998925935429423,-0.0962022900093684
-327.86,-0.1001009505408216,-0.0958138894428265
-325.19,-0.100338398189069,-0.0954254888762846
-322.75,-0.1006573297889149,-0.0949946252191411
-319.97,-0.1009241161176293,-0.0945637615619977
-315.0,-0.1014322315828817,-0.0942162084798776
-312.56,-0.1015933885057672,-0.0938686553977576
-310.0,-0.1017656883581147,-0.0934745508696334
-307.53,-0.1019332935395596,-0.0930804463415092
-304.94,-0.1021365682804672,-0.0922930709555602
-302.37,-0.1023046553331242,-0.0915056955696111
-299.75,-0.1025261131914479,-0.0911750924520045
-297.19,-0.1027109065391837,-0.0908444893343978
-294.56,-0.1029740054114879,-0.0905199608471858
-292.12,-0.1031167239132598,-0.0901954323599737
-289.69,-0.1033331029374065,-0.089849592296786
-287.0,-0.1035759638238595,-0.0895037522335982
-284.44,-0.103774182380945,-0.089193513975939
-281.69,-0.1041001824931487,-0.0888832757182798
-279.12,-0.1042398720563407,-0.088547844829369
-276.5,-0.1043938502719386,-0.0882124139404582
-268.75,-0.1050874780862574,-0.0878787715009255
-261.25,-0.0995349865666129,-0.0875451290613929
-254.61,-0.0972982148930278,-0.0871927252538082
-251.86,-0.0962022900093684,-0.0868403214462236
-249.42,-0.0954254888762846,-0.086461932397605
-246.72,-0.0945637615619977,-0.0860835433489864
-244.19,-0.0938686553977576,-0.086461932397605
-241.47,-0.0930804463415092,-0.0868403214462236
-236.3,-0.0915056955696111,-0.0871927252538082
-233.62,-0.0908444893343978,-0.0875451290613929
-230.97,-0.0901954323599737,-0.0878787715009255
-228.31,-0.0895037522335982,-0.0882124139404582
-225.87,-0.0888832757182798,-0.0884427801711257
-223.25,-0.0882124139404582,-0.0886731464017932
-220.81,-0.0875451290613929,-0.0887782110600365
-217.98,-0.0868403214462236,-0.0888832757182798
-215.37,-0.0860835433489864,-0.089193513975939
-212.7,-0.0855166339451545,-0.0895037522335982
-210.25,-0.0848965651219708,-0.089849592296786
-207.75,-0.0842759919985476,-0.0901954323599737
-205.19,-0.0836147753660684,-0.0905199608471858
-202.62,-0.082954169714553,-0.0908444893343978
-200.05,-0.0823431964250313,-0.0910687786029905
-197.44,-0.0816721726163944,-0.0912930678715831
-189.73,-0.0798478762761,-0.0913993817205971
-181.62,-0.0735042184418995,-0.0915056955696111
-175.05,-0.0733428689475127,-0.0922930709555602
-172.23000000000002,-0.0735188041254433,-0.0930804463415092
-169.67000000000002,-0.0731211434468069,-0.0930804463415092
-166.95000000000002,-0.0728088780317192,-0.0930804463415092
-164.5,-0.0724054668180998,-0.0930804463415092
-161.72,-0.0720563558933878,-0.0930804463415092
-156.75,-0.0713494267215094,-0.0930804463415092
-154.22000000000003,-0.0710234883401867,-0.0930804463415092
-151.62,-0.0705201475847919,-0.0930804463415092
-148.92000000000002,-0.0701562780269025,-0.0930804463415092
-146.42000000000002,-0.0697865753313562,-0.0930804463415092
-143.55,-0.0693538393428188,-0.0930804463415092
-141.0,-0.0689873358885213,-0.0930804463415092
-138.26,-0.0685807591062397,-0.0930804463415092
-135.69,-0.0681977052007929,-0.0930804463415092
-133.25,-0.0678119737366448,-0.0915056955696111
-130.75,-0.0674437727491715,-0.0912930678715831
-128.31,-0.0671047762832469,-0.0908444893343978
-125.64999999999998,-0.0666962044049917,-0.0901954323599737
-123.06,-0.066325648402519,-0.0895037522335982
-120.62,-0.06593445428269,-0.0888832757182798
-118.06,-0.0655520770109121,-0.0888832757182798
-110.44,-0.0644376839046643,-0.0888832757182798
-102.86,-0.071557602622093,-0.0888832757182798
-95.64999999999998,-0.0722936859723916,-0.0888832757182798
-93.17000000000002,-0.0724605789094589,-0.0888832757182798
-90.47000000000004,-0.0750764924152729,-0.0888832757182798
-87.86000000000001,-0.0776777819970523,-0.0886731464017932
-85.06,-0.0805360571160997,-0.0884638452738289
-82.5,-0.0831935314172465,-0.0882124139404582
-77.31,-0.0886731464017932,-0.0875451290613929
-74.87,-0.0912930678715831,-0.0868403214462236
-72.19,-0.094260769157991,-0.0860835433489864
-69.75,-0.0970355656544312,-0.0855166339451545
-66.97000000000003,-0.1002457134214454,-0.0848965651219708
-64.37,-0.1032845133771263,-0.0842759919985476
-61.72000000000003,-0.106433903900267,-0.0836147753660684
-59.110000000000014,-0.1097205715845102,-0.0831935314172465
-56.39999999999998,-0.1131430857521534,-0.082954169714553
-53.94,-0.1163311046888303,-0.0823431964250313
-51.48000000000002,-0.1196017299300631,-0.0816721726163944
-48.89999999999998,-0.1231292135251776,-0.0805360571160997
-46.31,-0.1268955084960638,-0.0799887925939628
-43.73000000000002,-0.1305720857303416,-0.0798478762761
-41.06,-0.1345973980581637,-0.0776777819970523
-38.22000000000003,-0.1389206041740387,-0.0750764924152729
-30.5,-0.1517302943703321,-0.0735188041254433
-22.620000000000005,-0.1661817085881715,-0.0735042184418995
-15.5,-0.180672468583307,-0.0733428689475127
-13.03000000000003,-0.1859498881136047,-0.0731211434468069
-10.439999999999998,-0.1918861545356898,-0.0728088780317192
-7.860000000000014,-0.1979516849096254,-0.0724605789094589
-5.220000000000027,-0.2040742984525807,-0.0724054668180998
-2.5600000000000023,-0.210658863584822,-0.0722936859723916
0.0,-0.2172074310986051,-0.0720658079033263
2.5600000000000023,-0.1976122251846978,-0.0720563558933878
5.060000000000002,-0.1795975078648388,-0.071557602622093
7.6299999999999955,-0.1697104476241058,-0.071557602622093
10.079999999999984,-0.1595566271721429,-0.071557602622093
12.850000000000025,-0.1495102878172601,-0.071557602622093
15.439999999999998,-0.138324644986492,-0.071557602622093
18.05000000000001,-0.1291494404800693,-0.071557602622093
20.629999999999995,-0.1189292054670106,-0.071557602622093
23.19999999999999,-0.1081882819203577,-0.071557602622093
25.879999999999995,-0.0983912656324744,-0.071557602622093
28.31,-0.0884638452738289,-0.071557602622093
30.94,-0.0799887925939628,-0.071557602622093
33.5,-0.0720658079033263,-0.071557602622093
36.13,-0.0654113150598456,-0.071557602622093
38.56,-0.0590218449002175,-0.071557602622093
41.13999999999999,-0.0550428688660807,-0.071557602622093
48.80000000000001,-0.1076548514946482,-0.071557602622093
56.5,-0.2076548514895857,-0.071557602622093
63.01999999999998,-0.3076548511947203,-0.071557602622093
65.52999999999997,-0.2076548511947218,-0.0708123738659422
68.19999999999999,-0.181206034193522,-0.0654113150598456
70.82999999999998,-0.1090029704900673,-0.0590218449002175
73.44,-0.0708123738659422,-0.0550428688660807
76.0,-0.0477117626357456,-0.0477117626357456
78.69,-0.0303357373966734,-0.0303357373966734
81.25,-0.0056395290078618,-0.0056395290078618
84.07999999999998,0.0153853325448787,0.0153853325448787
86.56,0.0362085246544984,0.0362085246544984
89.01999999999998,0.055821445560335,0.055821445560335
91.75,0.0739081065207931,0.0739081065207931
94.31,0.0904156604931814,0.0904156604931814
97.0,0.1056385436492869,0.1056385436492869
99.55999999999996,0.1195487263127234,0.1195487263127234
102.25,0.1325701357341397,0.1211895984050406
104.70000000000005,0.1393447510914257,0.1211895984050406
107.26999999999998,0.1398761144152311,0.1211895984050406
110.08000000000004,0.1405027816738959,0.1211895984050406
112.76999999999998,0.1409636417561098,0.1211895984050406
115.25,0.1417791749849255,0.1211895984050406
118.05999999999996,0.1425390559630102,0.1211895984050406
125.80999999999996,0.1444268735571525,0.1211895984050406
133.38,0.1462514881345906,0.1211895984050406
140.45000000000005,0.1473991810564956,0.1211895984050406
142.89,0.1445884058672034,0.1211895984050406
