Time_Relative_s,der_m,der_m_smooth
-345.28,-0.23026714217070907,-0.25143737500439445
-338.29999999999995,-0.22638961727536144,-0.2514056221877282
-335.83,-0.22507876250068665,-0.251373869371062
-333.08,-0.22635558728788954,-0.25077848960434135
-330.34,-0.22759389774173117,-0.25018310983762077
-327.61,-0.22891014020608336,-0.2503995135701549
-324.97,-0.2301591188135356,-0.250615917302689
-319.91,-0.23256217214520808,-0.2509948933368755
-317.47,-0.23382862185586506,-0.251373869371062
-314.66,-0.23535123106911568,-0.2514056221877282
-312.22,-0.23664211298222146,-0.25143737500439445
-309.54999999999995,-0.2379935537531168,-0.25145575609878
-306.91,-0.23936438785485706,-0.2514741371931655
-304.25,-0.24076580936905165,-0.2519388051460124
-301.66,-0.2421313026737541,-0.25240347309885924
-299.0,-0.24351848040112117,-0.25262108636239866
-296.53,-0.2447771601522934,-0.252838699625938
-294.09,-0.2460572760836879,-0.2530307782787185
-291.41,-0.24745433304513123,-0.253222856931499
-288.97,-0.2487542737633055,-0.25336104530260795
-286.23,-0.25018310983762077,-0.2534992336737169
-283.78,-0.25143737500439445,-0.2537864937782781
-281.22,-0.252838699625938,-0.25407375388283926
-273.33,-0.2570087888209766,-0.25415941834755984
-265.44999999999993,-0.26150754130111037,-0.2542450828122805
-258.33,-0.2657195082834103,-0.25458842999710285
-255.87,-0.26732141697978334,-0.2549317771819253
-253.08,-0.26675005221735,-0.2549606989034529
-250.47,-0.26630728690123484,-0.25498962062498054
-247.8,-0.26565583670124715,-0.25536760863123403
-245.22,-0.2650438033181329,-0.2557455966374875
-240.16,-0.26400808285692756,-0.25578202947502066
-237.72,-0.2633578169601357,-0.2558184623125538
-235.08,-0.2626896140968562,-0.2561035438471889
-232.59,-0.26201344002108157,-0.256388625381824
-230.16,-0.26138507448026344,-0.2565519232553122
-227.53,-0.2606804529997035,-0.2567152211288004
-225.09,-0.2600477146874331,-0.25686200497488854
-222.34,-0.2592355330922376,-0.2570087888209766
-219.78,-0.25860590618085355,-0.2570806207515124
-217.06,-0.2578540722704888,-0.25715245268204817
-214.59,-0.25715245268204817,-0.25742294385213726
-211.77,-0.256388625381824,-0.2576934350222264
-209.28,-0.2557455966374875,-0.2577737536463576
-206.37,-0.2549317771819253,-0.2578540722704888
-203.89,-0.2542450828122805,-0.2577737536463576
-201.06,-0.2534992336737169,-0.2576934350222264
-193.34,-0.251373869371062,-0.25767689803954974
-185.66,-0.2491563614880059,-0.25766036105687307
-178.72999999999996,-0.24710634489883743,-0.2574064068694606
-176.26999999999998,-0.24641465852498656,-0.25715245268204817
-173.76999999999998,-0.24697473701077416,-0.25715245268204817
-171.07999999999998,-0.24762031658182873,-0.25715245268204817
-168.64,-0.24833198022163483,-0.25715245268204817
-165.89,-0.24911942379267238,-0.25715245268204817
-160.55999999999997,-0.250615917302689,-0.25715245268204817
-158.08999999999995,-0.2514741371931655,-0.25715245268204817
-155.25,-0.25240347309885924,-0.25715245268204817
-152.77999999999997,-0.253222856931499,-0.25715245268204817
-150.33999999999995,-0.25407375388283926,-0.25715245268204817
-147.57999999999998,-0.25498962062498054,-0.25715245268204817
-145.15999999999997,-0.2558184623125538,-0.25715245268204817
-142.57999999999998,-0.2567152211288004,-0.25715245268204817
-139.71999999999997,-0.2576934350222264,-0.25715245268204817
-137.05999999999997,-0.2586103847305843,-0.25715245268204817
-134.58999999999995,-0.2594722229098151,-0.25715245268204817
-131.79999999999995,-0.26042683247139287,-0.25715245268204817
-129.32999999999998,-0.26128432667672236,-0.25715245268204817
-126.77999999999996,-0.26218392087444575,-0.25715245268204817
-124.15999999999995,-0.263122292522582,-0.25715245268204817
-121.58999999999996,-0.2640016251582312,-0.25715245268204817
-113.58999999999996,-0.26672073692768217,-0.25766036105687307
-105.90999999999995,-0.26906787237348306,-0.2576934350222264
-99.26999999999998,-0.2715905401042889,-0.2578540722704888
-96.64,-0.2725403852311573,-0.25860590618085355
-94.14,-0.2719984664818559,-0.25860590618085355
-91.32999999999998,-0.2715513204482238,-0.2578540722704888
-88.71999999999997,-0.2709471003143128,-0.2576934350222264
-86.10999999999996,-0.2702046614901997,-0.25766036105687307
-81.13999999999999,-0.2689934662669027,-0.25715245268204817
-78.65999999999997,-0.2684365925387487,-0.2567152211288004
-76.08999999999997,-0.26776135873420315,-0.256388625381824
-73.36999999999995,-0.2671201889841842,-0.2558611681458773
-70.90999999999997,-0.26658414755877236,-0.2558184623125538
-68.05999999999995,-0.2658569907371781,-0.2557455966374875
-65.46999999999997,-0.26527455350679496,-0.25498962062498054
-62.839999999999975,-0.2646201760699135,-0.2549317771819253
-60.27999999999997,-0.2640199263698351,-0.25425913654906934
-57.559999999999945,-0.26337295108514097,-0.2542450828122805
-55.089999999999975,-0.2627588952030746,-0.25407375388283926
-52.29999999999996,-0.2621021352269192,-0.25362278783183867
-49.839999999999975,-0.2615340917742566,-0.2534992336737169
-46.86999999999995,-0.2608178989450292,-0.253222856931499
-44.40999999999997,-0.2601865343869669,-0.2530389137559739
-41.51999999999998,-0.2595671781733509,-0.25240347309885924
-33.839999999999975,-0.25766036105687307,-0.25235746274138876
-26.21999999999997,-0.2558611681458773,-0.25179407581237895
-19.519999999999985,-0.25425913654906934,-0.2514741371931655
-16.909999999999968,-0.25362278783183867,-0.2514741371931655
-14.449999999999989,-0.2530389137559739,-0.2514741371931655
-11.659999999999968,-0.25235746274138876,-0.2514741371931655
-9.21999999999997,-0.25179407581237895,-0.2514741371931655
-6.2999999999999545,-0.25108647948555446,-0.2514741371931655
-1.339999999999975,-0.24990350134638137,-0.2514741371931655
0.0,-0.24961307541087085,-0.2514741371931655
1.3400000000000318,-0.2335782853481849,-0.2514741371931655
3.9700000000000273,-0.22672247738099924,-0.2514741371931655
6.660000000000025,-0.22173120095927043,-0.25108647948555446
9.160000000000023,-0.21538325386330762,-0.24990350134638137
11.920000000000016,-0.21363183237152025,-0.24961307541087085
14.340000000000032,-0.21592035000675042,-0.2406159354776107
16.950000000000045,-0.20727390818206526,-0.2335782853481849
19.53000000000003,-0.19676038447875482,-0.22672247738099924
21.970000000000027,-0.18624790987369774,-0.22173120095927043
24.590000000000032,-0.17729443748320908,-0.21927602941598204
27.220000000000027,-0.1694373456963869,-0.21889715132253942
29.970000000000027,-0.16342300655700653,-0.21782961515468655
32.53000000000003,-0.15770681973708509,-0.21592035000675042
35.34000000000003,-0.15519076043536392,-0.21538325386330762
37.910000000000025,-0.15347440052746586,-0.21363183237152025
45.75,-0.21889715132253942,-0.20727390818206526
53.53000000000003,-0.3188971297260989,-0.19676038447875482
60.80000000000001,-0.4188971297158186,-0.19519797859977184
63.25,-0.31889718348258983,-0.18624790987369774
65.94000000000005,-0.3257620298644335,-0.17729443748320908
68.55000000000001,-0.2821615336014488,-0.17115282447640962
70.98000000000002,-0.2406159354776107,-0.1694373456963869
73.53000000000003,-0.21782961515468655,-0.16342300655700653
78.75,-0.21927602941598204,-0.15770681973708509
81.30000000000001,-0.19519797859977184,-0.15519076043536392
83.94000000000005,-0.17115282447640962,-0.15347440052746586
