Time_Relative_s,Fit_Success,Direction,Run_Label,Target_der_m,Der_m_Bound_Half_Width,RMSE_Log,R2,At_Bounds,Bounds_Hit_Count,Sequential_Bounds,Sequential_Bounds_Hit_Count,Fixed_der_m,Accepted,height,alpha,alpha_beta,omega_p,der_A,der_m,beta,de,tau_hn
-345.28,True,backward,final_local_der_m_bounds,-0.25143737500439445,0.01,0.015730458449741216,0.9996967699628048,False,0,True,1,,True,1.2631648856377824,0.8020504318906669,0.8558312794477916,320044.6111580906,0.40842637410312344,-0.24143737502382107,1.0670541968668323,2.532867094292152,2.913540827062992e-06
-338.29999999999995,True,backward,final_local_der_m_bounds,-0.2514056221877282,0.01,0.015806376107707926,0.9996938286611077,False,0,True,1,,True,1.262600049730765,0.8018579140631634,0.8551244549471103,320032.3011230118,0.40775664434514464,-0.24140562218772824,1.0664289021156321,2.5336725475156037,2.9154295929080213e-06
-335.83,True,backward,final_local_der_m_bounds,-0.251373869371062,0.01,0.01584477756250181,0.9996923333008179,False,0,True,1,,True,1.262398529105808,0.8017943788551639,0.8548743027942343,320031.72275704896,0.40748803083309254,-0.24137386937110017,1.0662014168955138,2.5339335176787765,2.916084214934855e-06
-333.08,True,backward,final_local_der_m_bounds,-0.25077848960434135,0.01,0.015844897263075003,0.9996921608136496,False,0,True,1,,True,1.262446758434904,0.8020678062807515,0.8543639563002696,319974.6226828147,0.40663348687026196,-0.24077848967886167,1.0652016570294964,2.5335551412480406,2.9196452018628643e-06
-330.34,True,backward,final_local_der_m_bounds,-0.25018310983762077,0.01,0.015861532565276046,0.9996913731735159,False,0,True,1,,True,1.2624631988412074,0.8023175460757542,0.853872300782846,319919.2513882199,0.40569750978003616,-0.2401831098376221,1.0642572943334634,2.5331939052512755,2.9230233429719453e-06
-327.61,True,backward,final_local_der_m_bounds,-0.2503995135701549,0.01,0.01592690404540977,0.999688683698096,False,0,True,1,,True,1.2624679013028794,0.8024339124833054,0.8533529852617123,319871.08285584865,0.4065288132758803,-0.24039951357015493,1.0634557836929235,2.5334581527632,2.9258738818926036e-06
-324.97,True,backward,final_local_der_m_bounds,-0.250615917302689,0.01,0.015994729672251382,0.9996858901913963,False,0,True,1,,True,1.2624595659569218,0.8025402457470562,0.8528445400428287,319820.1762283,0.4073386487992779,-0.24061591730268903,1.0626813353752074,2.5337263773960332,2.9286697332988423e-06
-319.91,True,backward,final_local_der_m_bounds,-0.2509948933368755,0.01,0.016123725283697727,0.9996805359679205,False,0,True,1,,True,1.2624473979220228,0.8027429251510346,0.85191280021541,319739.86527810304,0.4088251459033592,-0.24099489333687554,1.0612523306326545,2.5341910500765334,2.933715085643784e-06
-317.47,True,backward,final_local_der_m_bounds,-0.251373869371062,0.01,0.016193988270601756,0.9996776294874679,False,0,True,1,,True,1.262467375520671,0.8028265479451614,0.8514359959442166,319696.9916147629,0.40996753247124756,-0.24137386937107,1.060547883130511,2.5345739208060403,2.9362317340293133e-06
-314.66,True,backward,final_local_der_m_bounds,-0.2514056221877282,0.01,0.01627697770609816,0.9996741822354939,False,0,True,1,,True,1.2624959120157495,0.802995656648288,0.8508781103009606,319641.30159629404,0.4103984925179937,-0.24140562218774003,1.0596297791354619,2.534709766574644,2.9395326415295655e-06
-312.22,True,backward,final_local_der_m_bounds,-0.25143737500439445,0.01,0.016354903144599996,0.9996709388023637,False,0,True,1,,True,1.2624974099719977,0.8031434174416167,0.850376541737888,319580.2780313117,0.41077801113993034,-0.24143737500634144,1.0588103236240556,2.5348038838020885,2.9425860285644324e-06
-309.54999999999995,True,backward,final_local_der_m_bounds,-0.25145575609878,0.01,0.016448025685307937,0.9996670535295789,False,0,True,1,,True,1.2625319034282452,0.8032998334968102,0.8498838839566082,319540.1253496109,0.41115843771441374,-0.2414557600389287,1.057990862835132,2.5349124347246246,2.9454535435021835e-06
-306.91,True,backward,final_local_der_m_bounds,-0.2514741371931655,0.01,0.016551224721793104,0.9996627353388899,False,0,True,1,,True,1.262578545342492,0.8034707274418416,0.8493556952672775,319482.919318485,0.4115414692205861,-0.24147413863504152,1.0571084499512862,2.5350348277586194,2.9486748401622954e-06
-304.25,True,backward,final_local_der_m_bounds,-0.2519388051460124,0.01,0.016667371788859773,0.9996578554663587,False,0,True,1,,True,1.2625904671197306,0.803558248497565,0.8488168185937981,319431.8227864802,0.41290637242937983,-0.24193880516442334,1.0563226999173418,2.5354830419495107,2.9515298177497005e-06
-301.66,True,backward,final_local_der_m_bounds,-0.25240347309885924,0.01,0.016788587604762508,0.9996527333914377,False,0,True,1,,True,1.2626003503074776,0.8036422004496395,0.8482844161037163,319381.54018556396,0.41426807669251337,-0.24240418874274255,1.0555498648890007,2.535934495859687,2.9543413142783066e-06
-299.0,True,backward,final_local_der_m_bounds,-0.25262108636239866,0.01,0.01692072690540752,0.9996471129391687,False,0,True,0,,True,1.2625803971397227,0.8036129644921975,0.8477323084220837,319337.5054119563,0.417088409752312,-0.24352014159056773,1.0549012346481557,2.536870368958981,2.9566929657775815e-06
-296.53,True,backward,final_local_der_m_bounds,-0.252838699625938,0.01,0.017050186770199854,0.9996415679599969,False,0,True,0,,True,1.2625470890767494,0.8035452203305729,0.8472111301812952,319298.9353016787,0.4202599463205145,-0.24479439821124555,1.054341571259373,2.537907737450527,2.958718260885178e-06
-294.09,True,backward,final_local_der_m_bounds,-0.2530307782787185,0.01,0.01718207337252585,0.9996358769544182,False,0,True,0,,True,1.2625166502190506,0.8034731413996961,0.8467062040174114,319266.0607232198,0.42344333963363834,-0.246065773601675,1.0538077259712761,2.538946572001428,2.960614272824857e-06
-291.41,True,backward,final_local_der_m_bounds,-0.253222856931499,0.01,0.017330548943183394,0.9996294181483745,False,0,True,0,,True,1.262489360659579,0.8033906786060726,0.8461498692884591,319223.08065260167,0.42703869531258803,-0.2474946599321771,1.053223409010142,2.540118589262797,2.9627563093963784e-06
-288.97,True,backward,final_local_der_m_bounds,-0.25336104530260795,0.01,0.017469674632643796,0.9996233165581476,False,0,True,0,,True,1.2624752791138552,0.8033130165474742,0.8456747519882745,319200.0940313887,0.43028759036404524,-0.2487734254227215,1.0527337844254845,2.5411717855560725,2.964430257746709e-06
-286.23,True,backward,final_local_der_m_bounds,-0.2534992336737169,0.01,0.017627481795287416,0.9996163347730369,False,0,True,0,,True,1.2624420690669318,0.8032377947088903,0.8451093046524483,319160.233271851,0.4339272950210019,-0.25019144076688776,1.052128411062546,2.5423150721269385,2.9666146236078375e-06
-283.78,True,backward,final_local_der_m_bounds,-0.2537864937782781,0.01,0.017777549224960984,0.9996096419235313,False,0,True,0,,True,1.262411558445175,0.8031637343646525,0.8446128706286438,319123.657391089,0.43724074925263884,-0.2514756814788912,1.0516073304738789,2.543353411027917,2.968515973561115e-06
