Time_Relative_s,der_m,der_m_smooth
-342.255,0.10209426056021448,0.1050295607184711
-333.985,0.10198170363379065,0.1049899272786583
-331.555,0.10197532665297003,0.10495029383884551
-328.765,0.10216560034887984,0.10490237509748515
-326.315,0.10235438605294928,0.10485445635612478
-323.805,0.1025217103115152,0.10477056900857587
-321.195,0.10270049600166405,0.10468668166102696
-318.755,0.10285816410152217,0.10463491744957368
-316.065,0.10303487103448374,0.1045831532381204
-313.505,0.1031951714371448,0.10454420345936852
-311.065,0.10334682394852994,0.10450525368061662
-308.585,0.10349744257522052,0.10442114993057058
-306.005,0.1036680754954922,0.10433704618052456
-303.285,0.10384890570981833,0.10426257436862746
-300.695,0.10401482516682765,0.10418810255673037
-297.875,0.10418810255673037,0.10410146386177901
-295.445,0.10433704618052456,0.10401482516682765
-293.005,0.10450525368061662,0.103931865438323
-290.315,0.10468668166102696,0.10384890570981833
-287.625,0.10485445635612478,0.10384731251743977
-285.065,0.1050295607184711,0.1038457193250612
-282.625,0.10519069758540157,0.1037568974102767
-280.055,0.10535027634128658,0.1036680754954922
-272.445,0.1058608550793598,0.10358275903535635
-264.695,0.10698449131163003,0.10349744257522052
-256.615,0.10727332147132224,0.10342213326187523
-254.095,0.1072967931386374,0.10334682394852994
-251.305,0.10716764116485138,0.10333624928975771
-248.875,0.10701048237331143,0.10332567463098548
-246.425,0.10687921656212412,0.10327030151459049
-243.815,0.10676520217290851,0.10321492839819549
-241.365,0.10664687821566246,0.10320504991767014
-238.805,0.10654175924126176,0.1031951714371448
-236.065,0.10641964833582243,0.10311649314395482
-233.265,0.10632081594430265,0.10303781485076487
-230.755,0.10621954840890571,0.1030363429426243
-228.115,0.10610373012432328,0.10303487103448374
-225.485,0.10600605857195038,0.10300813853995328
-222.615,0.10587753601687454,0.10303487103448374
-220.005,0.10576643762010311,0.1030363429426243
-217.305,0.1056538764427625,0.10303781485076487
-214.815,0.10554206420950445,0.10310939107588962
-212.375,0.10541501448217061,0.10318096730101436
-209.735,0.10530243914915684,0.10318806936907958
-207.195,0.10520160097427957,0.1031951714371448
-204.695,0.10507725516953688,0.10320504991767014
-202.065,0.10495029383884551,0.10321492839819549
-193.925,0.1045831532381204,0.10327030151459049
-186.315,0.1038457193250612,0.10332567463098548
-177.92499999999998,0.10332567463098548,0.10333624928975771
-175.485,0.10321492839819549,0.10334682394852994
-172.67499999999998,0.10303781485076487,0.1033760450017129
-170.255,0.1028861410650877,0.10349744257522052
-167.555,0.10269965690912282,0.10358421393548942
-165.005,0.10252580565080348,0.1036680754954922
-162.505,0.10237068686256295,0.10380479055607782
-159.815,0.10218312295213883,0.1038457193250612
-157.175,0.10202164634304432,0.10384890570981833
-154.505,0.10185255594879708,0.10401482516682765
-152.065,0.10166984959024386,0.10403121000855386
-149.315,0.10149954282660459,0.10418810255673037
-146.875,0.10134547092819082,0.10418810255673037
-144.055,0.10115305731349275,0.10418810255673037
-141.375,0.1009725756448585,0.10418810255673037
-138.64499999999998,0.10079595179154739,0.10418810255673037
-136.125,0.10062971359948482,0.10418810255673037
-133.365,0.10043708375659445,0.10403121000855386
-130.755,0.1002635006186681,0.1038667388791772
-128.195,0.10008282536760259,0.1038457193250612
-125.755,0.09991431825953181,0.10380479055607782
-123.195,0.09975108353774591,0.10358421393548942
-115.615,0.09923284862613704,0.1033760450017129
-107.695,0.0994591311630547,0.10332567463098548
-99.375,0.10000679962858902,0.10321492839819549
-96.925,0.10015033601995443,0.10318096730101436
-94.425,0.1003780061098191,0.10303781485076487
-91.865,0.1006260099253309,0.1029814060454228
-89.445,0.10085755077212155,0.1028861410650877
-86.78499999999997,0.10108977311748259,0.10287505577463432
-84.315,0.10129413183065628,0.10276684229608081
-81.755,0.10150406434898511,0.10269965690912282
-79.125,0.10173242593013705,0.10255951517721747
-76.695,0.10192727141558675,0.10252580565080348
-74.03499999999997,0.10214635473743941,0.10237068686256295
-71.445,0.10235711395223833,0.10235711395223833
-69.005,0.10255951517721747,0.10218312295213883
-66.445,0.10276684229608081,0.10214635473743941
-63.815,0.1029814060454228,0.10202164634304432
-61.315,0.10318096730101436,0.10198659508551054
-58.875,0.1033760450017129,0.10192727141558675
-56.34499999999997,0.10358421393548942,0.10185255594879708
-53.625,0.10380479055607782,0.10173242593013705
-50.80500000000001,0.10403121000855386,0.10166984959024386
-48.30500000000001,0.10422627853377117,0.10150406434898511
-45.505,0.104460285809338,0.10149954282660459
-37.815,0.1050587614101315,0.10134547092819082
-30.194999999999997,0.10565730161461225,0.10129413183065628
-21.92500000000001,0.10629975148940579,0.10115305731349275
-19.475000000000023,0.10648101714160714,0.10108977311748259
-16.67500000000001,0.10671301391087418,0.10103431584379484
-14.194999999999991,0.10689618528701363,0.1009725756448585
-11.555000000000009,0.10709017716276198,0.10085755077212155
-9.004999999999995,0.10729844317446105,0.10079595179154739
-6.564999999999998,0.10747754075275047,0.10062971359948482
-3.944999999999993,0.10768758988163014,0.1006260099253309
-1.375,0.1078776008168033,0.10043708375659445
0.0,0.10798396500817992,0.1003780061098191
1.375,0.10752620390028357,0.1002635006186681
3.805000000000007,0.10668609299377009,0.10015033601995443
6.524999999999977,0.10572428789855279,0.1001370913121775
9.014999999999986,0.10482919528460488,0.10008282536760259
11.65500000000003,0.1038667388791772,0.10000679962858902
14.375,0.10287505577463432,0.09991431825953181
16.805000000000007,0.10198659508551054,0.09975108353774591
19.375,0.10103431584379484,0.0994591311630547
21.805000000000007,0.1001370913121775,0.09923284862613704
24.625,0.09908480752790076,0.09908480752790076
27.264999999999983,0.09811987119387003,0.09811987119387003
29.715000000000032,0.09722007315561158,0.09722007315561158
32.435,0.09623861804962333,0.09623861804962333
40.485000000000014,0.0933374926289606,0.09395682210822504
48.30500000000001,0.09395682210822504,0.0933374926289606
56.63499999999999,0.09062621431641714,0.09062621431641714
59.09500000000003,0.09052130390214826,0.09052130390214826
61.71500000000003,0.08932476638888225,0.08932476638888225
64.195,0.08845425719268793,0.08845425719268793
66.625,0.0875006496269877,0.0875006496269877
69.435,0.086377761347504,0.086377761347504
71.935,0.08535454765431148,0.08535454765431148
74.625,0.08426475637825705,0.08426475637825705
77.195,0.08322979581887467,0.08322979581887467
79.77499999999998,0.08220335402533858,0.08220335402533858
82.245,0.08124994519266981,0.08124994519266981
85.195,0.08011198202704906,0.08011198202704906
87.685,0.07915748553365191,0.07915748553365191
90.515,0.07808619536994557,0.07808619536994557
93.125,0.07709814868315465,0.07709814868315465
95.875,0.07605448718676576,0.07605448718676576
98.30499999999996,0.07512931571313518,0.07512931571313518
100.745,0.07419553502954805,0.07419553502954805
103.375,0.07317794953522941,0.07317794953522941
105.93500000000006,0.07219693591165231,0.07219693591165231
108.625,0.07119134888569616,0.07119134888569616
111.18500000000006,0.07025312448804492,0.07025312448804492
118.765,0.06751699136244477,0.06803546880425736
126.93500000000006,0.06803546880425736,0.06751699136244477
134.885,0.05808877330361644,0.05808877330361644
137.52499999999998,0.05611699752748477,0.05611699752748477
140.125,0.055358610960636066,0.055358610960636066
142.625,0.05478087939349977,0.05478087939349977
145.05499999999995,0.05420808489281716,0.05420808489281716
147.625,0.054119045506814574,0.054119045506814574
150.18500000000006,0.052874787460887696,0.052874787460887696
152.745,0.05218939620578545,0.05218939620578545
155.41499999999996,0.05156359271365479,0.05156359271365479
157.875,0.05085743497944922,0.05085743497944922
160.32500000000005,0.05039790455063555,0.05039790455063555
162.875,0.049805137034890215,0.049805137034890215
165.30499999999995,0.0491331021221031,0.0491331021221031
167.93500000000006,0.04855262094760004,0.04855262094760004
170.495,0.047794114252621825,0.047794114252621825
172.995,0.047312444498544076,0.047312444498544076
175.745,0.04666655181571348,0.04666655181571348
178.18500000000006,0.04600698736346797,0.04600698736346797
180.745,0.045444981050205134,0.045444981050205134
183.30499999999995,0.04470443830461956,0.04470443830461956
185.9350000000001,0.044062706156844086,0.044062706156844086
188.495,0.04339138716676157,0.04339138716676157
196.46500000000003,0.04159316759059819,0.04159316759059819
204.385,0.03966876560793817,0.03966876560793817
212.635,0.03702878703854009,0.03702878703854009
215.07500000000005,0.032023405816274796,0.032023405816274796
217.775,0.031099639610658696,0.031099639610658696
220.245,0.030198387114264653,0.030198387114264653
222.82500000000005,0.029717505075038255,0.029865464647009236
225.4350000000001,0.029770444741101545,0.02979310066174053
227.875,0.029865464647009236,0.029770444741101545
230.635,0.02979310066174053,0.029717505075038255
233.245,0.0295864936832628,0.0295864936832628
235.995,0.02915258720630184,0.02915258720630184
238.4350000000001,0.028506621380673305,0.028506621380673305
241.21500000000003,0.02779672903330811,0.02779672903330811
243.6850000000001,0.027302042949683615,0.027302042949683615
246.385,0.026738602268161056,0.026738602268161056
249.1850000000001,0.026136412922779524,0.026136412922779524
251.71500000000003,0.025590567754188193,0.025590567754188193
254.30499999999995,0.02504589224120087,0.02504589224120087
256.80499999999995,0.024952379494016325,0.024952379494016325
259.55499999999995,0.024351936490819855,0.024351936490819855
262.18500000000006,0.02401454818999723,0.02401454818999723
264.875,0.023053479791693525,0.023053479791693525
267.43500000000006,0.02254601715382167,0.02254601715382167
275.375,0.021214348871275466,0.021214348871275466
283.05499999999995,0.02051500277467577,0.02051500277467577
291.265,0.019064437271661138,0.019064437271661138
293.69500000000005,0.014252620608654868,0.014252620608654868
296.125,0.013051613827815894,0.013051613827815894
298.875,0.011139652645536147,0.011139652645536147
301.375,0.010700286851947691,0.011080635724921102
303.96500000000003,0.010952572971928792,0.010952572971928792
306.43500000000006,0.011080635724921102,0.010951847635031457
309.235,0.010951847635031457,0.010700286851947691
311.875,0.010543597729462607,0.010543597729462607
314.68500000000006,0.009934730591891221,0.010543597729462607
317.125,0.009125553451882464,0.010543597729462607
319.93500000000006,0.008279616927707968,0.010543597729462607
322.375,0.007431321251723852,0.010543597729462607
325.245,0.006711279199284833,0.010543597729462607
327.80499999999995,0.005873110263918837,0.010543597729462607
330.46500000000003,0.005172504862376306,0.010543597729462607
332.995,0.004408503968760869,0.010543597729462607
335.43500000000006,0.0036647966579608712,0.010543597729462607
338.18500000000006,0.0029157193921386876,0.010543597729462607
340.745,0.002153942920095897,0.010543597729462607
343.495,0.0012943399041566175,0.010543597729462607
346.05499999999995,0.0007011161239651717,0.010543597729462607
354.125,-0.0015787412201619428,0.010543597729462607
361.995,-0.0026541484803183713,0.010543597729462607
370.1950000000001,-0.006147523544976761,0.010543597729462607
372.655,-0.005620472275903535,0.010543597729462607
375.4450000000001,-0.005329375750383124,0.010543597729462607
377.875,-0.004989415794603784,0.010543597729462607
380.385,-0.0046048384882201344,0.010543597729462607
383.055,-0.004073286235929105,0.010543597729462607
385.555,-0.0035671894384473445,0.010543597729462607
388.375,-0.003076106398716605,0.010543597729462607
390.93500000000006,-0.003059209394198714,0.010543597729462607
393.625,-0.0030968389116334937,0.010543597729462607
396.055,-0.0030794707891361245,0.010279881380383568
398.875,-0.003438398007602991,0.01024079665979117
401.305,-0.0035711905626685443,0.009934730591891221
404.215,-0.003698712528440849,0.009612218054867932
406.805,-0.00393905409526514,0.009125553451882464
409.495,-0.004081725825282931,0.0088559825058738
411.93500000000006,-0.004188751720590359,0.008672923491062766
414.375,-0.004138616203483619,0.008279616927707968
417.18500000000006,-0.0043008523243993554,0.008165567483103141
419.745,-0.004304810157353851,0.0075381138473430784
422.43500000000006,-0.004703215250229427,0.007431321251723852
424.995,-0.004722672838838977,0.007289714083935283
432.965,-0.004763164116892947,0.006711279199284833
440.68500000000006,-0.004237255401182093,0.006561545369723353
448.965,-0.0016139841612833813,0.006275431484904002
451.515,0.00202336798418629,0.005873110263918837
454.215,0.003290418951020077,0.005797878556075472
456.805,0.004663809995618839,0.005172504862376306
459.245,0.005797878556075472,0.004663809995618839
461.875,0.006561545369723353,0.004623337954849851
464.305,0.007289714083935283,0.004408503968760869
466.885,0.008165567483103141,0.0036647966579608712
469.68500000000006,0.0088559825058738,0.0033572633573301916
472.215,0.009612218054867932,0.003290418951020077
474.805,0.01024079665979117,0.0029157193921386876
477.43500000000006,0.010824041236961053,0.002153942920095897
480.18500000000006,0.011501905566964019,0.002028626221495493
482.805,0.011883391139452948,0.00202336798418629
485.43500000000006,0.012545078194706964,0.0012943399041566175
487.875,0.013084357456903638,0.0009297696645884368
