Time_Relative_s,der_m,der_m_smooth
-342.16,-0.06851645644509691,-0.07365836518403224
-333.7,-0.06983738648386675,-0.07354690636209445
-330.93999999999994,-0.0701751159269358,-0.07343544754015666
-328.43999999999994,-0.07063175322158768,-0.07339940647236393
-325.97,-0.07038163621779973,-0.07336336540457121
-323.2,-0.07061655125926619,-0.07332211367406063
-320.59,-0.07133460601707507,-0.07328086194355006
-317.95,-0.07097519298849504,-0.07323016566826446
-315.41,-0.07170166342657205,-0.07317946939297885
-312.66,-0.07150518008051762,-0.07306747424361934
-310.22,-0.07226199289929282,-0.07295547909425983
-307.68999999999994,-0.07195708807431866,-0.07294371462782813
-304.97,-0.07261685956716987,-0.07293195016139643
-302.53,-0.07272919468865165,-0.07283057242502404
-299.89,-0.07295547909425983,-0.07272919468865165
-297.18999999999994,-0.07328086194355006,-0.07267302712791077
-294.59,-0.07365836518403224,-0.07261685956716987
-292.16,-0.07415130217343058,-0.0725307844877245
-289.47,-0.07396079406072097,-0.07244470940827913
-286.91,-0.07469138807627815,-0.07235335115378597
-284.22,-0.07475367649303925,-0.07226199289929282
-281.78,-0.07492896759730658,-0.07223834907558135
-278.94999999999993,-0.07534123477672054,-0.07221470525186988
-271.22,-0.0762263162942077,-0.07208589666309427
-263.59,-0.0769570051098683,-0.07195708807431866
-255.39,-0.0766471350462121,-0.07182937575044536
-252.94,-0.07668876064611221,-0.07170166342657205
-250.2,-0.07641955738895621,-0.07160342175354484
-247.77,-0.07636635083235833,-0.07150518008051762
-245.33,-0.07626658747217142,-0.07149840023069745
-242.78,-0.07604427408360355,-0.07149162038087727
-240.34,-0.07577659637427528,-0.07146505741508213
-237.7,-0.07552245616429301,-0.07143849444928699
-235.16,-0.07542717239704604,-0.07141300742315454
-232.44,-0.07495180489057639,-0.07138752039702209
-229.95,-0.07510970064416289,-0.07138319514294585
-227.16,-0.07472671232549691,-0.0713788698888696
-224.72,-0.0745262545343384,-0.07138319514294585
-222.16,-0.07434045658300238,-0.07138752039702209
-219.47,-0.07445835823231357,-0.07141300742315454
-217.03,-0.07374156831239062,-0.07143849444928699
-214.44,-0.07405728546532339,-0.07146505741508213
-211.97,-0.07317946939297885,-0.07149162038087727
-209.41,-0.07343544754015666,-0.07149840023069745
-206.84,-0.07293195016139643,-0.07150518008051762
-204.41,-0.07336336540457121,-0.07151189576760156
-201.73,-0.07244470940827913,-0.07151861145468551
-194.09,-0.07221470525186988,-0.07161013744062877
-186.41,-0.07138752039702209,-0.07170166342657205
-178.26999999999998,-0.07143849444928699,-0.07182937575044536
-175.80999999999997,-0.07149162038087727,-0.07195708807431866
-173.32999999999996,-0.07090700668687618,-0.07211120246109876
-170.77999999999997,-0.0713788698888696,-0.07221470525186988
-168.32999999999996,-0.07064485359723377,-0.07226199289929282
-165.61999999999998,-0.07047964593759395,-0.07226881772635423
-163.15999999999997,-0.07023422446210537,-0.07244470940827913
-160.58999999999995,-0.07009912740574374,-0.07258168390527393
-158.02999999999997,-0.07007455585895564,-0.07261685956716987
-155.58999999999995,-0.07009347834682478,-0.0726639523038815
-152.90999999999997,-0.06974674762113463,-0.07272919468865165
-150.33999999999995,-0.06969089540070994,-0.07293195016139643
-147.83999999999995,-0.06970554278789616,-0.07295547909425983
-145.15999999999997,-0.06925641941655954,-0.07317946939297885
-142.40999999999997,-0.06903446845984734,-0.07328086194355006
