Source_File,Material,Temperature,Mode,Interpolated_Spectrum_ID,Time_Relative_s,First_Freq_Hz,Comparison_Freq_Hz,First_Eps_real,Comparison_Eps_real,Eps_real_Step_Height
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,23,-359.475,100.0,332530.0,6.474190131900341,4.1389587673716015,2.33523136452874
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,24,-351.39500000000004,100.0,332530.0,6.4742,4.138939238670695,2.3352607613293044
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,25,-348.96500000000003,100.0,332530.0,6.474185338481959,4.138933365558913,2.3352519729230465
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,26,-346.105,100.0,332530.0,6.474168082538916,4.138926453172205,2.3352416293667106
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,27,-343.52500000000003,100.0,332530.0,6.474152515988898,4.138920217522658,2.3352322984662397
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,28,-340.77500000000003,100.0,332530.0,6.474135923735972,4.138913570996979,2.3352223527389926
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,29,-338.225,100.0,332530.0,6.4741205381923494,4.138907407854985,2.3352131303373644
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,30,-333.105,100.0,332530.0,6.474089646434174,4.138895033232628,2.335194613201546
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,31,-330.285,100.0,332530.0,6.474072631832991,4.138888217522658,2.3351844143103326
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,32,-327.725,100.0,332530.0,6.474057185953903,4.13888203021148,2.335175155742423
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,33,-325.02500000000003,100.0,332530.0,6.4740408953783035,4.138875504531722,2.3351653908465817
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,34,-322.535,100.0,332530.0,6.474025871847472,4.138869486404833,2.3351563854426383
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,35,-319.755,100.0,332530.0,6.47400909858815,4.138862767371601,2.3351463312165484
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,36,-317.165,100.0,332530.0,6.473993471702666,4.13885650755287,2.3351369641497968
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,37,-314.665,100.0,332530.0,6.47397838783637,4.138850465256797,2.3351279225795727
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,38,-311.975,100.0,332530.0,6.473962157596235,4.138843963746224,2.335118193850011
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,39,-309.535,100.0,332530.0,6.47394743574273,4.138838066465257,2.3351093692774727
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,40,-306.785,100.0,332530.0,6.4739308434898035,4.138831419939577,2.3350994235502265
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,41,-304.225,100.0,332530.0,6.473915397610716,4.138825232628399,2.335090164982317
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,42,-299.105,100.0,332530.0,6.47388450585254,4.138812858006042,2.3350716478464983
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,43,-296.58500000000004,100.0,332530.0,6.473869301315313,4.138806767371601,2.335062533943712
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,44,-293.785,100.0,332530.0,6.473852407385061,4.1388,2.335052407385061
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,45,-290.805,100.0,332530.0,6.473834427416436,4.138789167575427,2.3350452598410083
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,46,-284.355,100.0,332530.0,6.4737955110413905,4.138765721555798,2.335029789485593
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,47,-276.785,100.0,332530.0,6.473749837094244,4.138738204289349,2.3350116328048953
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,48,-268.525,100.0,332530.0,6.4737,4.138708178844056,2.3349918211559437
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,49,-265.855,100.0,332530.0,6.473703256097561,4.138698473282442,2.335004782815119
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,50,-263.145,100.0,332530.0,6.47370656097561,4.138688622319156,2.3350179386564536
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,51,-260.285,100.0,332530.0,6.473710048780488,4.1386782260996,2.3350318226808877
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,52,-257.725,100.0,332530.0,6.473713170731707,4.138668920392584,2.3350442503391227
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,53,-255.00500000000002,100.0,332530.0,6.473716487804878,4.13865903307888,2.335057454725998
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,54,-250.03500000000003,100.0,332530.0,6.473722548780488,4.13864096692112,2.3350815818593684
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,55,-247.60500000000002,100.0,332530.0,6.473725512195122,4.138632133769538,2.335093378425584
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,56,-245.03500000000003,100.0,332530.0,6.473728646341463,4.138622791712105,2.335105854629359
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,57,-242.28500000000003,100.0,332530.0,6.473732,4.1386127953471465,2.3351192046528535
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,58,-239.85500000000002,100.0,332530.0,6.473734963414634,4.138603962195565,2.335131001219069
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,59,-237.28500000000003,100.0,332530.0,6.473738097560975,4.138594620138131,2.335143477422844
PEI5mgmL_80°C_Abs.TXT,PEI5mgmL,80°C,Abs,60,-234.66500000000002,100.0,332530.0,6.473741292682926,4.138585096328607,2.335156196354319
